"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Grzegorz Michał BIERECKI";"Sławomir Antoni SOSNOWSKI"
"59af-aa06-a7ed-9e47-f0b2-6b7e-1b79-ab1d";"061507";"17";"4";"wieś";"stały";"Dom Ludowy w Gąsiorach, Gąsiory 25a, 21-307 Ulan-Majorat";"gm. Ulan-Majorat";"radzyński";"lubelskie";"640";"697";"194";"446";"0";"0";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"5";"1";"4";"0";"441";"328";"113"
"f510-f6a8-a537-5338-de0e-363f-f76b-e51d";"061507";"17";"5";"wieś";"stały";"Szkoła Podstawowa im. Błogosławionego Księdza Jerzego Popiełuszki w Kępkach, Kępki 26a, 21-307 Ulan-Majorat";"gm. Ulan-Majorat";"radzyński";"lubelskie";"400";"429";"147";"253";"0";"0";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"7";"0";"7";"0";"246";"181";"65"
"7fd9-e2c8-433d-082b-5fab-6ff4-d2a9-a89b";"061507";"17";"6";"wieś";"stały";"Remiza OSP w Ulanie Dużym, Ulan Duży 43a, 21-307 Ulan-Majorat";"gm. Ulan-Majorat";"radzyński";"lubelskie";"601";"644";"214";"387";"1";"3";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"7";"3";"4";"0";"380";"275";"105"
"e398-a5c2-4272-a2f3-9358-6877-980f-3961";"061508";"17";"1";"wieś";"stały";"Gminne Centrum Kultury w Wohyniu, ul. Plac 9 września 1939r. nr 4, 21-310 Wohyń";"gm. Wohyń";"radzyński";"lubelskie";"1628";"1787";"663";"965";"3";"9";"0";"0";"0";"0";"0";"0";"0";"965";"0";"0";"965";"31";"14";"17";"0";"934";"543";"391"
"5530-088c-813c-3a9b-d2e9-e953-dccd-d3ef";"061508";"17";"2";"wieś";"stały";"Młodzieżowe Centrum Kultury w Suchowoli, Suchowola 133A, 21-310 Wohyń";"gm. Wohyń";"radzyński";"lubelskie";"960";"1037";"426";"534";"0";"4";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"13";"4";"9";"0";"520";"304";"216"
"ea0c-c5c3-3fbe-636d-eb26-82ce-ee08-73a8";"061508";"17";"3";"wieś";"stały";"Szkoła Podstawowa w Bezwoli, Bezwola ul. Grabówka 1, 21-310 Wohyń";"gm. Wohyń";"radzyński";"lubelskie";"1250";"1355";"573";"677";"0";"0";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"30";"3";"27";"0";"647";"420";"227"
"5b42-cf8f-3ac1-b2ae-8592-f3e6-16bf-a2e1";"061508";"17";"4";"wieś";"stały";"Szkoła Podstawowa w Ostrówkach, Ostrówki 66b, 21-310 Wohyń";"gm. Wohyń";"radzyński";"lubelskie";"461";"494";"200";"261";"0";"1";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"3";"0";"3";"0";"258";"177";"81"
"1f90-ea35-8a59-33d8-e2cc-2609-5d94-6e45";"061508";"17";"5";"wieś";"stały";"Szkoła Podstawowa w Ossowie, Ossowa 91a, 21-310 Wohyń";"gm. Wohyń";"radzyński";"lubelskie";"287";"307";"116";"171";"0";"2";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"3";"1";"2";"0";"168";"126";"42"
"0f38-92fe-853b-44c0-4e13-aaff-4f0a-c318";"061508";"17";"6";"wieś";"stały";"Dom Ludowy w Branicy Suchowolskiej, Branica Suchowolska 60, 21-310 Wohyń";"gm. Wohyń";"radzyński";"lubelskie";"330";"357";"139";"191";"0";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"0";"0";"0";"0";"191";"115";"76"
"9e67-fc9f-ba65-b9f8-cc1d-8264-a0f1-d25c";"061508";"17";"7";"wieś";"zakład leczniczy";"Budynek Szpitala w Suchowoli, Kuraszew 48, 21-310 Wohyń";"gm. Wohyń";"radzyński";"lubelskie";"121";"130";"78";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"1";"0";"1";"0";"42";"28";"14"
"a0f1-8ff4-0c1a-019d-c00d-f2de-9752-56bc";"066101";"17";"1";"miasto";"stały";"Przedszkole Samorządowe nr 11, ul. Sidorska 20, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1379";"1498";"474";"905";"4";"20";"0";"0";"0";"0";"0";"0";"0";"905";"0";"0";"905";"34";"19";"15";"0";"871";"416";"455"
"76ee-1e22-a48a-f5ce-8927-3e4a-9edd-a083";"066101";"17";"2";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Sidorska 30, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1300";"1450";"529";"771";"1";"8";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"15";"2";"13";"0";"753";"397";"356"
"b3ab-246a-5f3f-30dd-a05d-a434-3a87-3b07";"066101";"17";"3";"miasto";"stały";"Lubelskie Samorządowe Centrum Doskonalenia Nauczycieli, ul. Kolejowa 8, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1277";"1389";"517";"760";"0";"3";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"27";"22";"5";"0";"733";"330";"403"
"13f9-b120-d75a-c1da-e581-a4a4-d1fd-2353";"066101";"17";"4";"miasto";"stały";"Przedszkole Samorządowe nr 7, ul. Ludwika Waryńskiego 1, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1171";"1251";"372";"799";"4";"3";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"20";"4";"16";"0";"777";"365";"412"
"6ef0-b94d-a46c-86c3-f49d-df94-4fb2-4df3";"066101";"17";"5";"miasto";"stały";"Przedszkole Samorządowe nr 14, ul. Łukaszyńska 34, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1389";"1487";"391";"998";"0";"0";"0";"0";"0";"0";"0";"0";"0";"998";"0";"0";"998";"38";"20";"18";"0";"960";"466";"494"
"3c58-3700-73ba-1914-2f55-73ac-1092-d0d0";"066101";"17";"6";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 2, ul. Leszczynowa 16, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1580";"1689";"480";"1100";"0";"5";"1";"1";"0";"0";"0";"0";"1";"1101";"1";"0";"1101";"36";"12";"24";"0";"1065";"552";"513"
"c37f-b619-fc66-0083-3924-1798-2df4-90c5";"066101";"17";"7";"miasto";"stały";"Klub Kultury ""Eureka"", ul. Orzechowa 34, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1380";"1471";"446";"934";"0";"2";"0";"0";"0";"0";"0";"0";"0";"933";"0";"0";"933";"48";"14";"34";"0";"885";"393";"492"
"1340-70a5-e92e-a7bd-c429-66b4-f592-2ad5";"066101";"17";"8";"miasto";"stały";"Państwowa Szkoła Wyższa, ul. Sidorska 95 - 97, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"830";"878";"329";"501";"0";"1";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"16";"5";"11";"0";"485";"256";"229"
"6e60-028a-b1e5-1d69-2ce4-a8e1-8f97-555d";"066101";"17";"9";"miasto";"stały";"Społeczna Szkoła Podstawowa, ul. Mariana Langiewicza 44, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"930";"1020";"347";"583";"1";"4";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"16";"6";"10";"0";"567";"334";"233"
"ae0a-20f4-e0c8-d38c-2992-8ceb-296c-ee53";"066101";"17";"10";"miasto";"stały";"Zespół Szkół Zawodowych nr 1, ul. Marszałka Józefa Piłsudskiego 36, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"950";"1037";"334";"616";"3";"25";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"14";"9";"5";"0";"601";"235";"366"
"7b7b-438c-2452-d964-0529-ba24-f994-317a";"066101";"17";"11";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 3, ul. Gabriela Narutowicza 39, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"710";"773";"236";"474";"0";"17";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"16";"5";"11";"0";"458";"255";"203"
"730a-8a5a-3963-5613-03f4-b3cc-4eff-2be2";"066101";"17";"12";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Stanisława Moniuszki 36, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"2020";"2182";"781";"1239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1239";"0";"0";"1239";"22";"19";"3";"0";"1217";"634";"583"
"19a7-ba95-c010-6362-a146-d869-8f39-5bd5";"066101";"17";"13";"miasto";"stały";"Zespół Szkół Zawodowych nr 2, ul. Brzeska 71, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"2279";"2458";"720";"1559";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1559";"0";"0";"1559";"49";"24";"25";"0";"1510";"721";"789"
"b29d-8dd2-3707-9310-7a40-4bde-9055-5195";"066101";"17";"14";"miasto";"stały";"Przedszkole Niepubliczne im. Przyjaciół Kubusia Puchatka, ul. Łomaska 70, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1588";"1730";"500";"1088";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1088";"0";"0";"1088";"43";"3";"40";"0";"1045";"626";"419"
"6376-e6e3-190a-b27e-454b-8d5b-72a4-7182";"066101";"17";"15";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Sportowa 7, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1430";"1544";"498";"932";"1";"7";"0";"0";"0";"0";"0";"0";"0";"932";"0";"0";"932";"18";"4";"14";"0";"914";"537";"377"
"6e4a-7db5-01ee-602a-2323-9f6e-3d72-6011";"066101";"17";"16";"miasto";"stały";"Firma Dariusz Głowacki ""DAGO"", ul. Grzybowa 52B, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"2167";"2356";"716";"1451";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1451";"0";"0";"1451";"63";"19";"44";"0";"1388";"697";"691"
"a322-5665-b2c1-2fe1-f6ef-b72b-6d84-ad6f";"066101";"17";"17";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Sportowa 7, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1817";"1923";"610";"1207";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1207";"0";"0";"1207";"41";"13";"28";"0";"1166";"667";"499"
"b4fd-3cec-51a8-5b61-9044-98fa-c2df-2bbd";"066101";"17";"18";"miasto";"stały";"Przedszkole Samorządowe nr 3, ul. Warszawska 19c, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1680";"1776";"539";"1142";"4";"6";"0";"0";"0";"0";"0";"0";"0";"1141";"0";"0";"1141";"32";"15";"17";"0";"1109";"458";"651"
"0715-efe6-90a0-9129-d73b-73eb-6a53-dbf2";"066101";"17";"19";"miasto";"stały";"Klub Kultury ""Piast"", ul. Spółdzielcza 4, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1610";"1740";"474";"1136";"5";"16";"1";"1";"0";"0";"0";"0";"1";"1137";"1";"0";"1137";"35";"8";"27";"0";"1102";"515";"587"
"83a7-9a95-6b43-9768-1b2c-dd43-0d8d-4801";"066101";"17";"20";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Akademicka 8, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1979";"2117";"540";"1439";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1438";"0";"0";"1438";"43";"18";"25";"0";"1395";"644";"751"
"f87b-d008-27c6-5597-34c4-d96f-c331-49b4";"066101";"17";"21";"miasto";"stały";"Przedszkole Samorządowe nr 13, ul. Kazimierza Jagiellończyka 17, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1890";"2006";"576";"1314";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1314";"0";"0";"1314";"39";"20";"19";"0";"1275";"588";"687"
"bb61-21c3-387a-bf84-1af7-9c72-0a04-60e5";"066101";"17";"22";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Zygmunta Augusta 2, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1840";"1970";"559";"1281";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1281";"0";"0";"1281";"46";"20";"26";"0";"1235";"582";"653"
"2de5-84be-896c-065f-606d-ca79-56f4-2ad0";"066101";"17";"23";"miasto";"stały";"Przedszkole Samorządowe nr 17, ul. Zygmunta Starego 4, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1740";"1866";"576";"1164";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"34";"16";"18";"0";"1130";"576";"554"
"77f3-2a2d-f58d-be8e-d888-087c-b7d1-1f0e";"066101";"17";"24";"miasto";"stały";"Medyczne Studium Zawodowe, ul. Okopowa 3, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1869";"2083";"546";"1323";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1323";"0";"0";"1323";"39";"19";"20";"0";"1284";"526";"758"
"967f-eb14-f4a9-461e-6712-f6aa-50a6-71e9";"066101";"17";"25";"miasto";"stały";"Katolickie Liceum Ogólnokształcące, ul. Janowska 55, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1869";"2078";"561";"1308";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1308";"0";"0";"1308";"38";"35";"3";"0";"1270";"576";"694"
"7c2c-29cf-9590-cb6f-963e-1837-6e66-3918";"066101";"17";"26";"miasto";"stały";"Samorządowe Przedszkole Integracyjne nr 16, ul. Wesoła 21 - 23, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"580";"613";"197";"383";"0";"4";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"16";"11";"5";"0";"367";"198";"169"
"b363-d2ce-2f51-d5b8-eddd-d42c-8cb5-04f8";"066101";"17";"27";"miasto";"stały";"POL-Kres Edwood, ul. Łomaska 86, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"1400";"1523";"635";"765";"3";"4";"0";"0";"0";"0";"0";"0";"0";"764";"0";"1";"763";"42";"8";"34";"0";"721";"390";"331"
"2e29-3703-6c3e-9e0e-d099-fa13-252d-0eb5";"066101";"17";"28";"miasto";"zakład leczniczy";"Wojewódzki Szpital Specjalistyczny, ul. Terebelska 57 - 65, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"629";"264";"480";"149";"0";"6";"0";"0";"0";"0";"0";"0";"0";"149";"0";"0";"149";"3";"0";"3";"0";"146";"96";"50"
"97cb-d0a1-0507-db00-f803-f29b-8cf0-c9ec";"066101";"17";"29";"miasto";"zakład karny";"Zakład Karny, ul. Prosta 33, 21-500 Biała Podlaska";"m. Biała Podlaska";"Biała Podlaska";"lubelskie";"360";"246";"274";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"86";"0";"0";"86";"6";"0";"6";"0";"80";"30";"50"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
