"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Janusz Lucjan BARGIEŁ";"Marek PĘK"
"70cf-957e-9d56-b74d-a063-8f83-69bf-50fe";"120617";"31";"14";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Batowicach, Batowice ul. Matejki 24, 32-086 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"76";"97";"34";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"3";"0";"3";"0";"39";"8";"31"
"4123-5c6b-7338-4660-828e-fa79-c532-4005";"120801";"31";"1";"wieś";"stały";"Szkoła Podstawowa im. A. Malatyńskiego w Miechowie-Charsznicy, Miechów-Charsznica ul. Szkolna 14, 32-250 Charsznica";"gm. Charsznica";"miechowski";"małopolskie";"1199";"1313";"462";"737";"2";"1";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"17";"4";"13";"0";"720";"356";"364"
"6416-cad5-c3a1-4620-16f0-dfde-9900-8a3d";"120801";"31";"2";"wieś";"stały";"Szkoła Podstawowa im. A. Malatyńskiego w Miechowie-Charsznicy, Miechów-Charsznica ul. Szkolna 14, 32-250 Charsznica";"gm. Charsznica";"miechowski";"małopolskie";"920";"1008";"400";"520";"1";"0";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"22";"11";"11";"0";"498";"165";"333"
"7fe6-e232-9315-9acd-117e-6670-6b47-d51f";"120801";"31";"3";"wieś";"stały";"Szkoła Podstawowa im. M. Kopernika w Swojczanach, Swojczany 200, 32-250 Charsznica";"gm. Charsznica";"miechowski";"małopolskie";"741";"821";"304";"437";"1";"0";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"8";"3";"5";"0";"429";"107";"322"
"4102-34c0-0acc-1a16-3bcb-0ce8-f979-20c3";"120801";"31";"4";"wieś";"stały";"Szkoła Podstawowa w Pogwizdowie, Pogwizdów 58, 32-250 Charsznica";"gm. Charsznica";"miechowski";"małopolskie";"630";"705";"297";"333";"0";"0";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"8";"3";"5";"0";"325";"102";"223"
"77c2-36e0-cafb-693e-faf2-4bd8-bcca-ab63";"120801";"31";"5";"wieś";"stały";"Remiza OSP w Uniejowie-Kolonii, Uniejów-Kolonia 32a, 32-250 Charsznica";"gm. Charsznica";"miechowski";"małopolskie";"620";"684";"256";"364";"3";"1";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"5";"1";"4";"0";"359";"88";"271"
"0502-fcf2-9c22-9564-250e-535a-0650-a71f";"120801";"31";"6";"wieś";"stały";"Remiza OSP w Tczycy, Tczyca 145, 32-250 Charsznica";"gm. Charsznica";"miechowski";"małopolskie";"1130";"1244";"394";"736";"5";"2";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"25";"7";"18";"0";"711";"168";"543"
"7e56-be70-c77b-aa88-79f8-28af-a27e-647d";"120801";"31";"7";"wieś";"stały";"Budynek gminny w Podlesicach, Podlesice 37a, 32-250 Charsznica";"gm. Charsznica";"miechowski";"małopolskie";"289";"321";"98";"191";"0";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"6";"0";"6";"0";"185";"28";"157"
"d2c8-e7d1-e80b-6320-6a09-2158-a214-ec37";"120801";"31";"8";"wieś";"dom pomocy społecznej";"Dom Opieki CARITAS Kielecka w Miechowie-Charsznicy, Miechów-Charsznica ul. Młyńska 2, 32-250 Charsznica";"gm. Charsznica";"miechowski";"małopolskie";"30";"27";"15";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"0";"0";"0";"0";"15";"6";"9"
"0af4-a7ff-a3eb-ddce-5616-cda6-37c8-505f";"120802";"31";"1";"wieś";"stały";"Urząd Gminy w Gołczy, Gołcza 80, 32-075 Gołcza";"gm. Gołcza";"miechowski";"małopolskie";"1119";"1226";"334";"785";"2";"4";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"29";"5";"24";"0";"756";"212";"544"
"3a41-b49d-4bfb-9934-f784-cd6a-93a0-4562";"120802";"31";"2";"wieś";"stały";"Remiza OSP w Chobędzy, Chobędza 60, 32-075 Gołcza";"gm. Gołcza";"miechowski";"małopolskie";"341";"374";"120";"221";"1";"0";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"8";"1";"7";"0";"213";"45";"168"
"0168-57cc-737a-f551-d02d-5015-80ec-b75a";"120802";"31";"3";"wieś";"stały";"Szkoła Podstawowa w Szreniawie, Szreniawa 9, 32-075 Gołcza";"gm. Gołcza";"miechowski";"małopolskie";"1090";"1192";"399";"690";"1";"11";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"19";"7";"12";"0";"672";"231";"441"
"45c6-8e25-3488-5eae-9d19-2cce-880f-e001";"120802";"31";"4";"wieś";"stały";"Budynek po byłej szkole podstawowej w Mostku, Mostek 21, 32-075 Gołcza";"gm. Gołcza";"miechowski";"małopolskie";"440";"493";"156";"284";"0";"0";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"11";"4";"7";"0";"273";"77";"196"
"37a6-f750-4a8d-c3e5-c4ea-63b1-5ea7-8135";"120802";"31";"5";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Ulinie Wielkiej, Ulina Wielka 103, 32-075 Gołcza";"gm. Gołcza";"miechowski";"małopolskie";"400";"438";"155";"245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"8";"3";"5";"0";"237";"42";"195"
"d897-efaa-600d-58d8-19e0-c3da-37a8-d4d1";"120802";"31";"6";"wieś";"stały";"Szkoła Podstawowa w Wysocicach, Wysocice 47, 32-075 Gołcza";"gm. Gołcza";"miechowski";"małopolskie";"500";"561";"192";"308";"0";"3";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"13";"1";"12";"0";"295";"100";"195"
"1d1b-cf9a-ac61-a736-717a-03cc-5613-d77d";"120802";"31";"7";"wieś";"stały";"Świetlica wiejska w Czaplach Wielkich, Czaple Wielkie 7, 32-075 Gołcza";"gm. Gołcza";"miechowski";"małopolskie";"622";"695";"256";"366";"0";"1";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"3";"1";"2";"0";"363";"88";"275"
"9b16-ecdb-9d44-ec77-7787-ce53-b909-1e13";"120803";"31";"1";"wieś";"stały";"Społeczna Szkoła Podstawowa w Przybysławicach, Przybysławice 60, 32-241 Kozłów";"gm. Kozłów";"miechowski";"małopolskie";"460";"511";"219";"241";"0";"2";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"8";"2";"6";"0";"233";"43";"190"
"c5cb-8cc8-5d3e-53fa-e924-d1d1-091b-f9e2";"120803";"31";"2";"wieś";"stały";"Centrum Kształcenia na Odległość w Kamionce, Kamionka 90A, 32-241 Kozłów";"gm. Kozłów";"miechowski";"małopolskie";"310";"343";"132";"178";"0";"0";"0";"0";"0";"0";"0";"0";"0";"178";"0";"0";"178";"7";"1";"6";"0";"171";"48";"123"
"f7f9-e6b1-b853-580b-c66b-48ab-2b27-d14b";"120803";"31";"3";"wieś";"stały";"Remiza OSP w Kępiu, Kępie 164a, 32-241 Kozłów";"gm. Kozłów";"miechowski";"małopolskie";"370";"402";"198";"172";"0";"0";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"172";"7";"1";"6";"0";"165";"49";"116"
"100c-d33b-45df-afc6-5b34-49d6-415c-2b6e";"120803";"31";"4";"wieś";"stały";"Remiza OSP w Marcinowicach, Marcinowice 65, 32-241 Kozłów";"gm. Kozłów";"miechowski";"małopolskie";"450";"496";"211";"239";"0";"1";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"7";"3";"4";"0";"232";"64";"168"
"6412-14e4-cee7-525e-1053-f653-6a94-e48e";"120803";"31";"5";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Kozłowie, Kozłów 303, 32-241 Kozłów";"gm. Kozłów";"miechowski";"małopolskie";"800";"876";"316";"484";"0";"3";"0";"0";"0";"0";"0";"0";"0";"484";"0";"0";"484";"21";"4";"17";"0";"463";"126";"337"
"b86e-06df-0258-db94-b30c-fbad-0b1c-f58e";"120803";"31";"6";"wieś";"stały";"Świetlica wiejska w Przysiece, Przysieka 41, 32-241 Kozłów";"gm. Kozłów";"miechowski";"małopolskie";"420";"456";"164";"256";"0";"1";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"5";"2";"3";"0";"251";"59";"192"
"675c-cb24-5ada-0c51-9367-e142-75e0-2346";"120803";"31";"7";"wieś";"stały";"Budynek gminny w Bryzdzyniu, Bryzdzyn 58, 32-241 Kozłów";"gm. Kozłów";"miechowski";"małopolskie";"290";"314";"152";"138";"0";"0";"0";"0";"0";"0";"0";"0";"0";"138";"0";"0";"138";"2";"0";"2";"0";"136";"24";"112"
"d6eb-0495-1ea7-80c6-8ebc-0b6c-5616-96b8";"120803";"31";"8";"wieś";"stały";"Budynek gminny w Wolicy, Wolica 14, 32-241 Kozłów";"gm. Kozłów";"miechowski";"małopolskie";"199";"217";"79";"120";"0";"0";"0";"0";"0";"0";"0";"0";"0";"120";"0";"0";"120";"5";"0";"5";"0";"115";"21";"94"
"94af-6728-dbbc-ec5f-315c-816b-0784-7c0c";"120803";"31";"9";"wieś";"stały";"Remiza OSP w Wierzbicy, Wierzbica 34, 32-241 Kozłów";"gm. Kozłów";"miechowski";"małopolskie";"201";"219";"72";"129";"0";"0";"0";"0";"0";"0";"0";"0";"0";"129";"0";"0";"129";"3";"1";"2";"0";"126";"14";"112"
"818a-2ad6-e6ae-ddb5-5f26-7f9b-f77c-7a57";"120804";"31";"1";"wieś";"stały";"Szkoła Podstawowa w Książu Małym, Książ Mały 60, 32-210 Książ Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"680";"760";"256";"424";"0";"4";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"9";"1";"8";"0";"415";"97";"318"
"d4cc-3a94-d6bf-512f-dd5b-96cb-ca8b-0e07";"120804";"31";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Książu Wielkim, ul. Reja 4, 32-210 Książ Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"641";"713";"195";"446";"0";"11";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"6";"0";"6";"0";"440";"180";"260"
"3c30-efac-6075-97f1-da15-e51c-b4e8-00c2";"120804";"31";"3";"wieś";"stały";"Remiza OSP w Książu Wielkim, ul. Śniadeckiego 9A, 32-210 Książ Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"493";"547";"188";"305";"0";"7";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"11";"4";"7";"0";"294";"81";"213"
"111a-6ac6-a497-f752-04e0-ac77-ce27-ce5e";"120804";"31";"4";"wieś";"stały";"Świetlica Wiejska w Rzędowicach, Rzędowice 53, 32-210 Książ Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"353";"391";"117";"236";"0";"3";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"2";"0";"2";"0";"234";"53";"181"
"de1c-b810-2a68-1c7f-e037-5b0f-40a1-a2de";"120804";"31";"5";"wieś";"stały";"Świetlica Wiejska w Antolce, Antolka 78, 32-210 Książ Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"395";"426";"153";"242";"0";"1";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"4";"2";"2";"0";"238";"81";"157"
"73c9-e30b-8716-b7be-86aa-962a-ae3f-9b62";"120804";"31";"6";"wieś";"stały";"Remiza OSP w Moczydle, Moczydło 114, 32-210 Książ Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"239";"266";"95";"144";"2";"3";"0";"0";"0";"0";"0";"0";"0";"144";"0";"0";"144";"5";"0";"5";"0";"139";"35";"104"
"7ecf-06ef-9a95-0635-ce96-15e7-ab25-8490";"120804";"31";"7";"wieś";"stały";"Świetlica Wiejska w Giebułtowie, Giebułtów 19, 32-210 Książ Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"240";"268";"96";"144";"0";"1";"0";"0";"0";"0";"0";"0";"0";"144";"0";"0";"144";"2";"0";"2";"0";"142";"26";"116"
"c9c7-9e52-9bf2-ab61-c895-8135-d33d-4f89";"120804";"31";"8";"wieś";"stały";"Świetlica Wiejska w Zaryszynie, Zaryszyn 24, 32-210 Książ Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"187";"204";"87";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"0";"0";"100";"0";"0";"0";"0";"100";"17";"83"
"b375-a903-c099-9d19-e44d-3aad-e03b-d23c";"120804";"31";"9";"wieś";"stały";"Świetlica Wiejska w Konaszówce, Konaszówka 79, 32-210 Książ Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"290";"325";"101";"189";"0";"3";"0";"0";"0";"0";"0";"0";"0";"189";"0";"0";"189";"2";"1";"1";"0";"187";"50";"137"
"03da-dcd6-f510-ed55-e16b-97d3-e938-b4aa";"120804";"31";"10";"wieś";"stały";"Świetlica Wiejska w Cisiu, Cisie 34A, 32-210 Ksiąz Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"249";"273";"94";"155";"0";"2";"0";"0";"0";"0";"0";"0";"0";"155";"0";"0";"155";"6";"1";"5";"0";"149";"22";"127"
"5929-3de8-8895-5eeb-ce0c-1e27-4a10-7a57";"120804";"31";"11";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Mianocicach, Mianocice 51, 32-210 Książ Wielki";"gm. Książ Wielki";"miechowski";"małopolskie";"59";"57";"31";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"1";"1";"0";"0";"27";"11";"16"
"9229-65a1-6b30-2186-d349-99b4-9010-90ed";"120805";"31";"1";"miasto";"stały";"Bursa Szkolna w Miechowie, ul. Henryka Sienkiewicza 27A, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"1012";"1130";"347";"665";"0";"7";"0";"0";"0";"0";"0";"0";"0";"665";"0";"0";"665";"24";"8";"16";"0";"641";"318";"323"
"60eb-3a76-afdf-a151-f3e5-1768-a190-d15e";"120805";"31";"2";"miasto";"stały";"Przedszkole Samorządowe Nr 2 w Miechowie, ul. Jagiellońska 34, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"834";"915";"273";"561";"0";"1";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"18";"7";"11";"0";"543";"288";"255"
"beae-a349-f5b8-6dee-9387-3246-53f0-a8d4";"120805";"31";"3";"miasto";"stały";"Centrum Kultury i Sportu w Miechowie, Dom Kultury, ul. Racławicka 10, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"699";"772";"196";"503";"2";"8";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"15";"7";"8";"0";"488";"250";"238"
"79bb-555a-5d86-4d0e-f989-1681-3fe9-d685";"120805";"31";"4";"miasto";"stały";"Przedszkole Samorządowe Nr 1 im. J. Porazińskiej w Miechowie, ul. Powstańców 1863 Roku 13, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"1030";"1146";"291";"739";"0";"0";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"21";"4";"17";"0";"718";"334";"384"
"d5b4-3039-d223-975d-a763-37fa-1883-59c4";"120805";"31";"5";"miasto";"stały";"Państwowa Szkoła Muzyczna I Stopnia im. M. K. Ogińskiego w Miechowie, ul. Rynek 5, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"890";"981";"255";"635";"1";"1";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"15";"8";"7";"0";"620";"284";"336"
"68a2-92d5-c9e1-f216-3c09-7eef-94c1-555e";"120805";"31";"6";"miasto";"stały";"Świetlica Socjoterapeutyczna w Miechowie, osiedle Parkowe 11, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"1111";"1216";"428";"683";"3";"2";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"21";"10";"11";"0";"662";"308";"354"
"23f3-5484-861a-1047-811b-69b9-ecbf-4d18";"120805";"31";"7";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Henryka Sienkiewicza w Miechowie, ul. Marii Konopnickiej 13, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"1190";"1317";"352";"838";"0";"2";"0";"0";"0";"0";"0";"0";"0";"838";"0";"0";"838";"18";"10";"8";"0";"820";"409";"411"
"72c4-e8b4-1265-b2a9-a366-85d7-125a-3b15";"120805";"31";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Marii Konopnickiej w Miechowie, osiedle Generała Sikorskiego 15B, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"720";"783";"201";"519";"0";"0";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"16";"9";"7";"0";"503";"269";"234"
"7a5a-5227-58ab-1a53-14a9-47c5-8135-62e3";"120805";"31";"9";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Marii Konopnickiej w Miechowie, osiedle Generała Sikorskiego 15A, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"750";"803";"228";"522";"0";"2";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"22";"6";"16";"0";"500";"255";"245"
"5876-adf2-4929-5fad-4a1a-ea8f-4672-e29f";"120805";"31";"10";"wieś";"stały";"Remiza Strażacka w Strzeżowie Drugim, Strzeżów Drugi 6A, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"409";"453";"164";"245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"11";"2";"9";"0";"234";"81";"153"
"d519-4db6-9880-5c6d-a220-d9dd-bef7-291c";"120805";"31";"11";"wieś";"stały";"Świetlica Wiejska w Brzuchani, Brzuchania 58, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"221";"242";"88";"133";"0";"1";"0";"0";"0";"0";"0";"0";"0";"133";"0";"0";"133";"2";"0";"2";"0";"131";"38";"93"
"dcbc-d9ba-7460-dd8c-5c43-bf58-9bfa-262a";"120805";"31";"12";"wieś";"stały";"Szkoła Podstawowa w Bukowskiej Woli im. Samodzielnej Brygady Strzelców Karpackich Obrońców Tobruku, Bukowska Wola 79, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"847";"953";"358";"489";"1";"0";"0";"0";"0";"0";"0";"0";"0";"489";"0";"0";"489";"12";"0";"12";"0";"477";"159";"318"
"f652-3690-6ffc-3e4b-190e-5071-7eb0-b786";"120805";"31";"13";"wieś";"stały";"Szkoła Podstawowa w Pojałowicach im. Gen. Stanisława Maczka, Pojałowice 18, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"460";"512";"178";"282";"1";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"5";"2";"3";"0";"277";"67";"210"
"673a-90e8-832b-7085-1be7-be9b-c658-3d6b";"120805";"31";"14";"wieś";"stały";"Centrum Kultury Wsi Miechowskiej w Nasiechowicach, Nasiechowice 26, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"410";"450";"159";"251";"0";"2";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"4";"0";"4";"0";"247";"79";"168"
"612e-83ea-6220-df48-17d0-74ed-c958-ac6d";"120805";"31";"15";"wieś";"stały";"Remiza Strażacka w Sławicach Szlacheckich, Sławice Szlacheckie 40, 32-200  Miechów";"gm. Miechów";"miechowski";"małopolskie";"368";"415";"152";"216";"0";"1";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"3";"1";"2";"0";"213";"52";"161"
"7e7e-04fc-0c48-6cc4-0d99-039d-d701-d4e2";"120805";"31";"16";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Parkoszowicach im. 106 Dywizji Piechoty Armii Krajowej, Parkoszowice 45, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"532";"594";"193";"339";"0";"1";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"12";"3";"9";"0";"327";"102";"225"
"fdd9-6a1e-2bda-09a4-9c36-2d83-fd5b-2045";"120805";"31";"17";"wieś";"stały";"Szkoła Podstawowa w Jaksicach im. Adama Mickiewicza, Jaksice 110, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"1010";"1114";"388";"622";"1";"2";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"21";"7";"14";"0";"601";"185";"416"
"0f79-d22c-8e6b-49b9-cf52-bd68-277a-ead6";"120805";"31";"18";"miasto";"stały";"Wiejskie Centrum Kultury, Sportu i Rekreacji w Falniowie, Falniów 55, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"609";"666";"270";"339";"0";"3";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"5";"4";"1";"0";"334";"84";"250"
"9786-814e-f98a-3d4c-7aa5-0f69-f7f2-fc52";"120805";"31";"19";"wieś";"stały";"Szkoła Podstawowa w Pstroszycach, Pstroszyce Pierwsze 66, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"669";"739";"250";"419";"0";"0";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"20";"18";"2";"0";"399";"88";"311"
"ed74-1025-8596-cbe5-d5cc-1b8b-f3c8-4c37";"120805";"31";"20";"wieś";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy w Zagorzycach, Zagorzyce 9, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"259";"289";"105";"154";"1";"0";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"3";"1";"2";"0";"151";"41";"110"
"4734-fe58-3902-3f02-8df3-2bab-b645-b703";"120805";"31";"21";"miasto";"zakład leczniczy";"Szpital Św. Anny w Miechowie, ul. Szpitalna 3, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"300";"37";"279";"21";"0";"3";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"1";"0";"1";"0";"20";"4";"16"
"e0e5-bacb-4db0-ea6c-633c-d6c0-5875-50ff";"120805";"31";"22";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Miechowie, ul. Warszawska 49a, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"46";"45";"25";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"6";"1";"5";"0";"15";"4";"11"
"2381-657a-0372-49c9-4d58-c3df-3017-047d";"120805";"31";"23";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""BETANIA"" w Miechowie, ul. ks. Skorupki 19, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"56";"57";"42";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"1";"0";"1";"0";"13";"6";"7"
"f927-3b3c-158d-0ef0-0dce-007f-e8ba-c303";"120805";"31";"24";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Dom Kombatanta"" w Miechowie, ul. Szpitalna 1, 32-200 Miechów";"gm. Miechów";"miechowski";"małopolskie";"46";"48";"25";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"2";"0";"2";"0";"19";"4";"15"
"ef48-3a31-596a-a44f-a9e5-70ef-b1af-f650";"120806";"31";"1";"wieś";"stały";"Szkoła Podstawowa w Racławicach, Racławice 147, 32-222 Racławice";"gm. Racławice";"miechowski";"małopolskie";"1011";"1105";"469";"542";"0";"4";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"24";"10";"14";"0";"518";"164";"354"
"a102-079c-6039-0aa8-9269-27e3-4e6f-0553";"120806";"31";"2";"wieś";"stały";"Placówka Wsparcia Dziennego, Klonów 50, 32-222 Racławice";"gm. Racławice";"miechowski";"małopolskie";"389";"434";"179";"210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"1";"0";"1";"0";"209";"53";"156"
"87d7-1456-66b2-2261-0ca8-3f76-c541-4c9b";"120806";"31";"3";"wieś";"stały";"Środowiskowy Dom Samopomocy w Kościejowie, Kościejów 52, 32-222 Racławice";"gm. Racławice";"miechowski";"małopolskie";"490";"524";"230";"260";"3";"0";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"8";"2";"6";"0";"252";"59";"193"
"2a8a-69d5-82b6-26a1-a43d-74ff-b327-a185";"120807";"31";"1";"wieś";"stały";"Urząd Gminy w Słaboszowie, Słaboszów, Słaboszów 57, 32-218 Słaboszów";"gm. Słaboszów";"miechowski";"małopolskie";"1049";"1164";"551";"498";"0";"3";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"7";"2";"5";"0";"491";"146";"345"
"2310-42bd-ae09-dc3b-6317-22b3-121e-6bed";"120807";"31";"2";"wieś";"stały";"Szkoła Podstawowa w Dziaduszycach, Dziaduszyce 23, 32-218 Słaboszów";"gm. Słaboszów";"miechowski";"małopolskie";"820";"896";"392";"428";"0";"1";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"14";"3";"11";"0";"414";"108";"306"
"8c33-b80e-8907-7950-6d3f-1874-bec3-608f";"120807";"31";"3";"wieś";"stały";"Gminna Biblioteka Publiczna w Kalinie Wielkiej, Kalina Wielka 62, 32-218 Słaboszów";"gm. Słaboszów";"miechowski";"małopolskie";"545";"600";"169";"376";"0";"0";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"8";"0";"8";"0";"368";"122";"246"
"393a-990e-32f5-9ee5-4660-3704-463a-02c8";"120807";"31";"4";"wieś";"stały";"Szkoła Podstawowa w Janowicach, Janowice 50, 32-218 Słaboszów";"gm. Słaboszów";"miechowski";"małopolskie";"229";"253";"99";"130";"1";"0";"0";"0";"0";"0";"0";"0";"0";"130";"0";"0";"130";"6";"2";"4";"0";"124";"31";"93"
"35e1-8581-2ca0-c180-9059-efaf-a8f4-11e4";"121201";"31";"1";"miasto";"stały";"Filia Miejskiego Ośrodka Kultury w Bukownie, Bukowno, Podlesie ul. Olkuska 8, 32-332 Bukowno";"m. Bukowno";"olkuski";"małopolskie";"289";"323";"91";"198";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"4";"0";"4";"0";"194";"98";"96"
