"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Robert Adam MAMĄTOW";"Tadeusz NALEWAJK"
"a2a2-8ce2-8b3c-556d-4f25-0d67-49cc-0918";"141608";"46";"2";"wieś";"stały";"Szkoła Podstawowa, Gniazdowo 23, 07-303 Stary Lubotyń";"gm. Stary Lubotyń";"ostrowski";"mazowieckie";"300";"322";"119";"181";"0";"1";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0";"181";"5";"0";"5";"0";"176";"151";"25"
"f0bf-d85a-2d78-2940-a78b-ec48-cbab-2877";"141608";"46";"3";"wieś";"stały";"Szkoła Podstawowa, Sulęcin Szlachecki 73, 07-303 Stary Lubotyń";"gm. Stary Lubotyń";"ostrowski";"mazowieckie";"423";"453";"157";"266";"0";"3";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"10";"1";"9";"0";"256";"198";"58"
"86d9-c638-f3ad-b080-6c41-43c8-7bfc-24f5";"141608";"46";"4";"wieś";"stały";"Remiza OSP, Podbiele 28a, 07-303 Stary Lubotyń";"gm. Stary Lubotyń";"ostrowski";"mazowieckie";"444";"483";"138";"306";"0";"2";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"6";"2";"4";"0";"300";"260";"40"
"db8e-11c8-f4ee-e077-efbe-58df-c494-4ff0";"141608";"46";"5";"wieś";"stały";"Remiza OSP, Rząśnik 47a, 07-303 Stary Lubotyń";"gm. Stary Lubotyń";"ostrowski";"mazowieckie";"172";"179";"77";"95";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"0";"0";"95";"2";"0";"2";"0";"93";"69";"24"
"b138-fb72-076e-2581-0cb3-c8e8-589e-ea84";"141608";"46";"6";"wieś";"stały";"Remiza OSP, Koskowo 23, 07-303 Stary Lubotyń";"gm. Stary Lubotyń";"ostrowski";"mazowieckie";"171";"186";"59";"112";"0";"0";"0";"0";"0";"0";"0";"0";"0";"112";"0";"0";"112";"6";"1";"5";"0";"106";"92";"14"
"f66f-0928-3b71-6a75-d559-bf96-267a-49b7";"141609";"46";"1";"wieś";"stały";"Szkoła Podstawowa w Szulborzu Wielkim, Skrzydło północne budynku (wejście przy sali gimnastycznej), ul. Szarych Szeregów 1, 07-324 Szulborze Wielkie";"gm. Szulborze Wielkie";"ostrowski";"mazowieckie";"677";"749";"240";"437";"2";"3";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"16";"6";"10";"0";"421";"278";"143"
"8325-adc2-ce4b-0c11-b801-8d9c-4ad7-a8f4";"141609";"46";"2";"wieś";"stały";"Szkoła Podstawowa w Szulborzu Wielkim, Skrzydło południowe budynku (wejście główne), ul. Szarych Szeregów 1, 07-324 Szulborze Wielkie";"gm. Szulborze Wielkie";"ostrowski";"mazowieckie";"576";"643";"206";"370";"4";"0";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"7";"2";"5";"0";"363";"262";"101"
"8642-e7d4-4f5c-779e-7601-bac7-983b-32f1";"141610";"46";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Wąsewie, ul. Szkolna 3A, 07-311 Wąsewo";"gm. Wąsewo";"ostrowski";"mazowieckie";"619";"661";"181";"438";"3";"2";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"9";"4";"5";"0";"429";"249";"180"
"7ae1-3afc-8aca-566c-887d-252d-5033-1530";"141610";"46";"2";"wieś";"stały";"Gminne Centrum Sportu i Rekreacji w Wąsewie, ul. Armii Krajowej 6, 07-311 Wąsewo";"gm. Wąsewo";"ostrowski";"mazowieckie";"702";"768";"251";"451";"1";"4";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"15";"4";"11";"0";"436";"319";"117"
"e08c-3d90-e883-7764-40f5-ed91-d550-1ba2";"141610";"46";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Brudkach Starych, Brudki Stare 73, 07-311 Wąsewo";"gm. Wąsewo";"ostrowski";"mazowieckie";"467";"497";"199";"268";"1";"3";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"12";"3";"9";"0";"256";"187";"69"
"f21f-6fd6-ad0c-77ca-28b7-8741-12dc-ef10";"141610";"46";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Rząśniku Włościańskim, Rząśnik Włościański 30, 07-311 Wąsewo";"gm. Wąsewo";"ostrowski";"mazowieckie";"812";"880";"317";"495";"2";"2";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"24";"8";"16";"0";"471";"289";"182"
"0321-0c87-3b53-249e-0f62-b96a-9283-f5e0";"141610";"46";"5";"wieś";"stały";"Budynek Szkoły Podstawowej w Trynosach-Osiedle, Trynosy-Osiedle 14, 07-311 Wąsewo";"gm. Wąsewo";"ostrowski";"mazowieckie";"590";"649";"232";"358";"2";"1";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"14";"0";"14";"0";"344";"200";"144"
"fda0-b00e-d6d3-bad5-06cb-7040-1888-f32c";"141611";"46";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Farna 20, 07-323 Zaręby Kościelne";"gm. Zaręby Kościelne";"ostrowski";"mazowieckie";"965";"1047";"394";"571";"2";"3";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"7";"2";"5";"0";"563";"455";"108"
"150b-eb12-c363-666f-93f7-aadb-0528-1cb0";"141611";"46";"2";"wieś";"stały";"Budynek Komunalny po Publicznej Szkole Podstawowej, Zakrzewo-Kopijki, 07-323 Zaręby Kościelne";"gm. Zaręby Kościelne";"ostrowski";"mazowieckie";"661";"722";"258";"403";"0";"1";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"6";"0";"6";"0";"396";"332";"64"
"d3a3-cc27-42b7-96f7-2d4f-87ed-dd64-aa53";"141611";"46";"3";"wieś";"stały";"Budynek Ośrodka Zdrowia, ul. Kowalska 16A, 07-323 Zaręby Kościelne";"gm. Zaręby Kościelne";"ostrowski";"mazowieckie";"1081";"1182";"367";"714";"10";"5";"0";"0";"0";"0";"0";"0";"0";"714";"0";"0";"714";"21";"5";"16";"0";"693";"476";"217"
"37db-a6c6-4055-089e-3e84-a8ef-ddc9-6d9f";"142401";"46";"1";"wieś";"stały";"Świetlica Wiejska, Gzy 8, 06-126 Gzy";"gm. Gzy";"pułtuski";"mazowieckie";"862";"941";"361";"501";"0";"0";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"14";"7";"7";"0";"487";"320";"167"
"3110-b5d7-f714-9cb8-dbe1-16fc-369d-75b9";"142401";"46";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Przyjaźni Polsko-Węgierskiej, Przewodowo Poduchowne 21, 06-126 Gzy";"gm. Gzy";"pułtuski";"mazowieckie";"978";"1069";"364";"614";"0";"1";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"13";"1";"12";"0";"601";"369";"232"
"1b60-8b5a-3595-b4b5-48fa-aca5-e324-94b2";"142401";"46";"3";"wieś";"stały";"Świetlica Wiejska, Szyszki Włościańskie 35, 06-126 Gzy";"gm. Gzy";"pułtuski";"mazowieckie";"824";"895";"328";"496";"0";"0";"0";"0";"0";"0";"0";"0";"0";"496";"0";"0";"496";"17";"4";"13";"0";"479";"296";"183"
"56fb-3b14-6431-dc06-f145-bfc5-f4ed-f731";"142401";"46";"4";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Ołdaki-Stefanowo 7, 06-126 Gzy";"gm. Gzy";"pułtuski";"mazowieckie";"92";"100";"49";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"4";"3";"1";"0";"39";"17";"22"
"a1ef-15a8-02ff-b392-8833-528f-4226-8e4b";"142401";"46";"5";"wieś";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy w Tąsewach, Tąsewy 8, 06-120 Winnica";"gm. Gzy";"pułtuski";"mazowieckie";"74";"73";"50";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"0";"0";"0";"0";"24";"15";"9"
"c313-3af3-b2d6-426c-2955-eec3-2837-c568";"142402";"46";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Obrytem, Obryte 114, 07-215 Obryte";"gm. Obryte";"pułtuski";"mazowieckie";"1152";"1238";"388";"764";"2";"0";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"34";"11";"23";"0";"730";"501";"229"
"67be-d716-f411-58d2-b93a-f834-460e-871e";"142402";"46";"2";"wieś";"stały";"Oddział w Psarach Przedszkola Samorządowego w Obrytem, Psary 43, 07-215 Obryte";"gm. Obryte";"pułtuski";"mazowieckie";"422";"460";"152";"270";"2";"0";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"8";"3";"5";"0";"262";"172";"90"
"8fa2-3b26-f453-a557-d674-b400-3cde-ff26";"142402";"46";"3";"wieś";"stały";"Szkoła Filialna w Gródku Rządowym, Gródek Rządowy 34, 07-215 Obryte";"gm. Obryte";"pułtuski";"mazowieckie";"500";"549";"140";"360";"0";"1";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"8";"1";"7";"0";"352";"243";"109"
"fef9-aaa4-227c-790f-01b7-bde7-cdd9-311a";"142402";"46";"4";"wieś";"stały";"Szkoła Filialna im. Jana Pawła II w Sokołowie Włościańskim, Sokołowo Włościańskie 63, 07-215 Obryte";"gm. Obryte";"pułtuski";"mazowieckie";"592";"656";"184";"408";"2";"4";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"6";"2";"4";"0";"402";"284";"118"
"5768-7483-147c-dcd3-08e0-e897-0c3e-d34a";"142402";"46";"5";"wieś";"stały";"Szkoła Filialna im. Janusza Korczaka w Zambskach Kościelnych, Zambski Kościelne 33, 07-215 Obryte";"gm. Obryte";"pułtuski";"mazowieckie";"411";"462";"97";"314";"1";"7";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"16";"4";"12";"0";"298";"191";"107"
"3206-ecb8-38b6-81e6-f5d7-6baa-b640-6d27";"142402";"46";"6";"wieś";"stały";"Dom Pomocy Społecznej w Obrytem, Obryte 188, 07-215 Obryte";"gm. Obryte";"pułtuski";"mazowieckie";"220";"231";"35";"185";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"13";"2";"11";"0";"172";"39";"133"
"40ba-51b8-3e2e-b5dd-3320-e96c-46e8-1206";"142402";"46";"7";"wieś";"stały";"Gminny Dom Kultury we wsi Sadykierz, Sadykierz 54, 07-215 Obryte";"gm. Obryte";"pułtuski";"mazowieckie";"260";"291";"98";"162";"0";"0";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"9";"4";"5";"0";"153";"95";"58"
"bbdf-0424-0052-57a8-9c79-9edd-0f57-2519";"142403";"46";"1";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi w Dzierżeninie, Dzierżenin 105, 06-114 Pokrzywnica";"gm. Pokrzywnica";"pułtuski";"mazowieckie";"823";"908";"287";"536";"1";"5";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"8";"2";"6";"0";"528";"284";"244"
"9286-6af0-a569-3683-fc57-3bf5-f2e1-0411";"142403";"46";"2";"wieś";"stały";"Szkoła Podstawowa im. Doroty Gellner w Pobyłkowie Dużym, Pobyłkowo Duże 15, 06-114 Pokrzywnica";"gm. Pokrzywnica";"pułtuski";"mazowieckie";"496";"546";"162";"334";"0";"5";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"9";"2";"7";"0";"325";"176";"149"
"1db4-848e-19ad-5267-be4e-910e-3734-25e4";"142403";"46";"3";"wieś";"stały";"Samorządowe Przedszkole w Pokrzywnicy, al. Jana Pawła II 10, 06-121 Pokrzywnica";"gm. Pokrzywnica";"pułtuski";"mazowieckie";"994";"1032";"441";"553";"0";"1";"1";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"12";"2";"10";"0";"541";"325";"216"
"82c1-df7f-fdcc-e5f6-b0d4-b38e-6220-0906";"142403";"46";"4";"wieś";"stały";"Szkoła Podstawowa im. Witolda Machnowskiego w Nowym Niestępowie, Nowe Niestępowo 7, 06-121 Pokrzywnica";"gm. Pokrzywnica";"pułtuski";"mazowieckie";"878";"963";"362";"516";"2";"1";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"17";"6";"11";"0";"499";"303";"196"
"c800-1dbd-3a19-1215-1f9c-4130-7dac-ae29";"142403";"46";"5";"wieś";"stały";"Szkoła Podstawowa im. ks. Jana Twardowskiego w Gzowie, Gzowo 5, 06-114 Pokrzywnica";"gm. Pokrzywnica";"pułtuski";"mazowieckie";"480";"526";"171";"309";"0";"0";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"9";"3";"6";"0";"300";"187";"113"
"e3f6-c47a-6ed9-6f64-78ec-6df2-be5d-f97d";"142404";"46";"1";"miasto";"stały";"Zespół Szkół Nr 2 z oddziałami integracyjnymi, ul. Polna 7, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"550";"602";"174";"376";"0";"5";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"18";"18";"0";"0";"358";"159";"199"
"9353-cf0d-9a1b-87f4-24ec-82d1-e495-62ae";"142404";"46";"2";"miasto";"stały";"Miejskie Centrum Kultury i Sztuki, Plac Teatralny 4, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"1251";"1402";"389";"862";"1";"11";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"22";"5";"17";"0";"840";"435";"405"
"122f-b91f-aa86-1654-2fda-5b6e-6d79-454c";"142404";"46";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa Nr 1 im. Klaudyny Potockiej w Pułtusku z filią w Bobach, Boby 15a, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"528";"602";"149";"379";"0";"3";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"12";"4";"8";"0";"367";"247";"120"
"6451-54e9-b767-9c1c-520c-c52d-03f0-1a8f";"142404";"46";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Przemiarowo 33, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"721";"797";"236";"485";"0";"3";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"18";"7";"11";"0";"467";"271";"196"
"0d7a-f15c-6f34-e50a-6c9d-8a1e-6423-aa06";"142404";"46";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa im. bł. Jana Pawła II, Płocochowo 72, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"471";"513";"170";"301";"0";"1";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"9";"1";"8";"0";"292";"158";"134"
"0c18-88c2-57d3-9c44-7611-305f-5761-82f1";"142404";"46";"6";"miasto";"stały";"Zespół Szkół Nr 2 z oddziałami integracyjnymi, ul. Polna 7, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"1516";"1665";"544";"972";"0";"1";"0";"0";"0";"0";"0";"0";"0";"972";"0";"1";"971";"27";"15";"12";"0";"944";"491";"453"
"723c-6e4c-9652-42e2-c2fe-2e9f-4bd5-006c";"142404";"46";"7";"miasto";"stały";"Zespół Szkół Nr 2 z oddziałami integracyjnymi, ul. Polna 7, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"689";"695";"215";"474";"0";"0";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"31";"21";"10";"0";"443";"221";"222"
"0354-29b9-fab4-0e3c-4a35-efaa-28e7-d93c";"142404";"46";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1 im. Klaudyny Potockiej w Pułtusku z filią w Bobach, ul. Marii Konopnickiej 5, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"1280";"1447";"540";"740";"2";"10";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"22";"4";"18";"0";"717";"360";"357"
"ee78-ac11-e514-6cfc-2389-5ae6-8006-b403";"142404";"46";"9";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 4 z klasami sportowymi im. Ireny Szewińskiej, ul. New Britain 1, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"1128";"1234";"522";"606";"1";"2";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"22";"9";"13";"0";"584";"277";"307"
"2ccf-9182-a3d4-1f64-4cdb-a25b-e39e-4275";"142404";"46";"10";"miasto";"stały";"Żłobek miejski, ul. Rafała Krajewskiego 3B, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"1349";"1474";"371";"978";"1";"6";"0";"0";"0";"0";"0";"0";"0";"978";"0";"0";"978";"41";"29";"12";"0";"937";"428";"509"
"2ee0-e64b-cf1e-5726-cba2-47c4-36c9-a328";"142404";"46";"11";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 4 z klasami sportowymi im. Ireny Szewińskiej, ul. New Britain 1, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"472";"527";"150";"322";"0";"3";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"9";"2";"7";"0";"313";"132";"181"
"e3e1-429e-94df-fa83-9412-9d3d-8781-af3f";"142404";"46";"12";"miasto";"stały";"Zespół Szkół Zawodowych im. Jana Ruszkowskiego, Aleja Tysiąclecia 12, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"1221";"1336";"489";"732";"3";"2";"0";"0";"0";"0";"0";"0";"0";"732";"0";"0";"732";"24";"6";"18";"0";"708";"305";"403"
"e591-7f4c-bf1f-f61c-42d8-1ef6-b66a-caae";"142404";"46";"13";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy, Aleja Tysiąclecia 12, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"690";"765";"182";"508";"3";"0";"1";"1";"0";"0";"0";"0";"1";"509";"1";"0";"509";"29";"17";"12";"0";"480";"179";"301"
"d330-1d72-1530-5abb-8965-cc66-42db-c0da";"142404";"46";"14";"miasto";"stały";"Miejskie Centrum Kultury i Sztuki, Plac Teatralny 4, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"852";"938";"296";"556";"2";"4";"0";"0";"0";"0";"0";"0";"0";"556";"0";"0";"556";"18";"6";"12";"0";"538";"240";"298"
"8fe5-7c34-416c-c462-e285-4755-41b4-e889";"142404";"46";"15";"miasto";"stały";"Świetlica osiedlowa, ul. Na Skarpie 10, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"1121";"1234";"315";"806";"0";"1";"0";"0";"0";"0";"0";"0";"0";"806";"0";"3";"803";"30";"13";"17";"0";"773";"328";"445"
"5c42-1521-31b4-cae8-df92-1427-7e5c-bec3";"142404";"46";"16";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 3 z oddziałami integracyjnymi, Aleja Tysiąclecia 14, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"2083";"2283";"712";"1371";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1370";"0";"0";"1370";"53";"23";"30";"0";"1317";"590";"727"
"832b-bc43-354e-4f92-e38f-aea0-e410-40f2";"142404";"46";"17";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy, Aleja Tysiąclecia 12, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"1363";"1505";"573";"788";"0";"5";"0";"0";"0";"0";"0";"0";"0";"790";"0";"1";"789";"29";"4";"25";"0";"760";"320";"440"
"4e5e-231a-9904-d5c8-6ecf-0072-62c1-b68c";"142404";"46";"18";"miasto";"zakład leczniczy";"Szpital Powiatowy Gajda-Med Sp. z o. o. w Pułtusku, ul. Teofila Kwiatkowskiego 19, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"44";"72";"17";"27";"0";"2";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"0";"0";"0";"0";"27";"15";"12"
"1002-e2a5-fde1-9f4a-649a-ce4c-2421-763c";"142404";"46";"19";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Pułtusku, ul. Teofila Kwiatkowskiego 19A, 06-100 Pułtusk";"gm. Pułtusk";"pułtuski";"mazowieckie";"70";"70";"6";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"64";"8";"0";"8";"0";"56";"15";"41"
"f9cf-c66e-58fa-00f6-ec14-da6a-2686-f5ea";"142405";"46";"1";"wieś";"stały";"Szkoła Podstawowa w Świerczach, ul. Pułtuska 26A, 06-150 Świercze";"gm. Świercze";"pułtuski";"mazowieckie";"872";"941";"276";"596";"1";"0";"0";"0";"0";"0";"0";"0";"0";"596";"0";"0";"596";"19";"8";"11";"0";"577";"314";"263"
"00e9-804e-94a9-d47d-43ba-ff9f-8d4d-e6e5";"142405";"46";"2";"wieś";"stały";"Szkoła Podstawowa w Świerczach, ul. Pułtuska 26A, 06-150 Świercze";"gm. Świercze";"pułtuski";"mazowieckie";"794";"849";"408";"386";"0";"2";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"12";"5";"7";"0";"374";"222";"152"
"1360-4cd3-28b0-3c0b-87d1-f6ed-3cc3-2e96";"142405";"46";"3";"wieś";"stały";"Szkoła Podstawowa w Strzegocinie, Strzegocin 4, 06-150 Świercze";"gm. Świercze";"pułtuski";"mazowieckie";"765";"841";"351";"414";"3";"2";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"12";"0";"12";"0";"402";"253";"149"
"dc2c-f2f9-f203-b094-6385-427c-d537-1ea3";"142405";"46";"4";"wieś";"stały";"Świetlica Wiejska, Kowalewice Włościańskie 42, 06-150 Świercze";"gm. Świercze";"pułtuski";"mazowieckie";"570";"622";"240";"330";"1";"1";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"7";"0";"7";"0";"323";"154";"169"
"ca65-fefd-5793-7a10-a9c8-576a-e496-25d6";"142405";"46";"5";"wieś";"stały";"budynek po byłej Szkole Podstawowej, Świeszewo 8, 06-150 Świercze";"gm. Świercze";"pułtuski";"mazowieckie";"481";"533";"215";"266";"0";"1";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"10";"5";"5";"0";"256";"170";"86"
"7146-66fc-8aae-f45d-0c44-4f7e-9ad5-8eb9";"142406";"46";"1";"wieś";"stały";"Zespół Szkół CKR w Golądkowie, Golądkowo 41F, 06-120 Winnica";"gm. Winnica";"pułtuski";"mazowieckie";"589";"655";"193";"396";"1";"3";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"21";"9";"12";"0";"375";"221";"154"
"2249-e9a5-8457-4767-e7ea-7d1d-a35c-0af9";"142406";"46";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Błędostowie, Błędostowo 23, 06-120 Winnica";"gm. Winnica";"pułtuski";"mazowieckie";"531";"585";"136";"395";"4";"3";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"15";"3";"12";"0";"380";"241";"139"
"2006-e101-ddbb-994e-15af-13e1-95ef-d46d";"142406";"46";"3";"wieś";"stały";"Urząd Gminy w Winnicy, ul. Pułtuska 25, 06-120 Winnica";"gm. Winnica";"pułtuski";"mazowieckie";"826";"910";"257";"569";"4";"6";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"17";"5";"12";"0";"552";"334";"218"
"02fe-76a7-c8df-a7a7-593a-9739-58b7-def0";"142406";"46";"4";"wieś";"stały";"Zespół Placówek Oświatowych w Winnicy Publiczna Szkoła Podstawowa w Winnicy, ul. Pułtuska 19, 06-120 Winnica";"gm. Winnica";"pułtuski";"mazowieckie";"992";"1087";"193";"799";"5";"4";"0";"0";"0";"0";"0";"0";"0";"799";"0";"0";"799";"29";"8";"21";"0";"770";"395";"375"
"1357-6223-c7ab-0d43-aaf3-b8b2-e6db-c6ae";"142407";"46";"1";"wieś";"stały";"Zespół Placówek Oświatowych w Zatorach, ul. Jana Pawła II 69, 07-217 Zatory";"gm. Zatory";"pułtuski";"mazowieckie";"743";"803";"239";"504";"2";"5";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"25";"9";"16";"0";"479";"239";"240"
"0409-97d6-c74c-25fe-f35e-8709-98c4-1e5e";"142407";"46";"2";"wieś";"stały";"Zespół Placówek Oświatowych w Zatorach, ul. Jana Pawła II 69, 07-217 Zatory";"gm. Zatory";"pułtuski";"mazowieckie";"654";"704";"259";"395";"0";"2";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"11";"4";"7";"0";"384";"229";"155"
"a6a7-ffe0-9123-f60c-c9a2-98d5-9852-218c";"142407";"46";"3";"wieś";"stały";"Świetlica Wiejska w Nowych Borsukach, Nowe Borsuki 16A, 07-217 Zatory";"gm. Zatory";"pułtuski";"mazowieckie";"223";"239";"72";"151";"2";"0";"0";"0";"0";"0";"0";"0";"0";"151";"0";"0";"151";"0";"0";"0";"0";"151";"102";"49"
"ecfa-8fa2-362e-edcd-5277-ceec-5a8a-c05c";"142407";"46";"4";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Ciskach, Ciski 23, 07-217 Zatory";"gm. Zatory";"pułtuski";"mazowieckie";"453";"489";"160";"293";"0";"1";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"13";"1";"12";"0";"280";"178";"102"
"8034-be9d-637d-1c58-2bd5-55ee-e0db-7e52";"142407";"46";"5";"wieś";"stały";"Szkoła Podstawowa w Pniewie, Pniewo ul. 18 Maja 6, 07-214 Zatory";"gm. Zatory";"pułtuski";"mazowieckie";"950";"1036";"318";"632";"0";"2";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"13";"2";"11";"0";"619";"437";"182"
"9c23-a63b-f130-316e-c044-839b-1fc2-e0e0";"142407";"46";"6";"wieś";"stały";"Samorządowy Punkt Przedszkolny w Gładczynie Rządowym, Gładczyn Rządowy 17, 07-214 Zatory";"gm. Zatory";"pułtuski";"mazowieckie";"551";"602";"213";"338";"0";"0";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"12";"2";"10";"0";"326";"210";"116"
