"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan DOBRZYŃSKI";"Mariusz Krzysztof GROMKO";"Wanda JANKOWSKA";"Zbigniew NIKITOROWICZ"
"c0a9-81ea-2033-cba5-4935-361c-0afb-9a1c";"206101";"60";"130";"miasto";"stały";"Szkoła Podstawowa Nr 15, ul. Broniewskiego 1, 15-748 Białystok";"m. Białystok";"Białystok";"podlaskie";"1026";"1133";"284";"742";"3";"1";"0";"0";"0";"0";"0";"0";"0";"742";"0";"0";"742";"19";"8";"11";"0";"723";"58";"287";"65";"313"
"6b9d-db02-0364-e366-8a45-c3c6-8bd2-fb92";"206101";"60";"131";"miasto";"stały";"Szkoła Podstawowa Nr 15, ul. Broniewskiego 1, 15-748 Białystok";"m. Białystok";"Białystok";"podlaskie";"1186";"1327";"352";"834";"3";"9";"1";"1";"0";"0";"0";"0";"1";"835";"1";"0";"835";"19";"6";"13";"0";"816";"92";"303";"80";"341"
"22d8-7660-b0ab-e43b-d4b8-f0b2-c4b2-2baf";"206101";"60";"132";"miasto";"stały";"VII Liceum Ogólnokształcące, ul. Wierzbowa 7, 15-743 Białystok";"m. Białystok";"Białystok";"podlaskie";"1008";"1098";"311";"697";"1";"1";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"7";"2";"5";"0";"690";"79";"288";"69";"254"
"86d2-ccba-ae4a-c76d-b2d9-0fb5-2919-4e02";"206101";"60";"133";"miasto";"stały";"VII Liceum Ogólnokształcące, ul. Wierzbowa 7, 15-743 Białystok";"m. Białystok";"Białystok";"podlaskie";"1088";"1207";"404";"684";"2";"11";"0";"0";"0";"0";"0";"0";"0";"684";"0";"1";"683";"16";"4";"12";"0";"667";"63";"265";"69";"270"
"26e8-7836-587b-84a2-5546-28ef-223b-ada3";"206101";"60";"134";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Wiatrakowa 18, 15-827 Białystok";"m. Białystok";"Białystok";"podlaskie";"1030";"1127";"256";"774";"0";"11";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"9";"3";"6";"0";"765";"58";"343";"89";"275"
"1da8-59d5-e88b-bd9f-82bb-aaba-4709-eed2";"206101";"60";"135";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Wiatrakowa 18, 15-827 Białystok";"m. Białystok";"Białystok";"podlaskie";"918";"1002";"225";"693";"1";"5";"0";"0";"0";"0";"0";"0";"0";"693";"0";"0";"693";"18";"12";"6";"0";"675";"72";"264";"60";"279"
"67d1-653e-8397-9522-93e3-27d3-6def-1fcc";"206101";"60";"136";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 2, ul. Narewska 11, 15-840 Białystok";"m. Białystok";"Białystok";"podlaskie";"989";"1087";"307";"682";"1";"2";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"15";"3";"12";"0";"666";"51";"269";"61";"285"
"736c-bb6b-ef04-0ca9-8ea7-b9e8-40b7-d55b";"206101";"60";"137";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 2, ul. Narewska 11, 15-840 Białystok";"m. Białystok";"Białystok";"podlaskie";"1258";"1411";"304";"954";"0";"4";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"28";"10";"18";"0";"926";"117";"334";"111";"364"
"49b7-6879-c990-25eb-140b-5260-1b55-54ef";"206101";"60";"138";"miasto";"stały";"Zespół Szkół Ogólnokształcących i Technicznych, ul. Antoniuk Fabryczny 1, 15-762 Białystok";"m. Białystok";"Białystok";"podlaskie";"1336";"1426";"303";"1033";"3";"2";"1";"1";"0";"0";"0";"0";"1";"1034";"1";"0";"1034";"12";"3";"9";"0";"1022";"86";"425";"92";"419"
"74d0-c7d8-b8ec-3117-be10-274a-7c98-5475";"206101";"60";"139";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. Rzemieślnicza 12/3, 15-773 Białystok";"m. Białystok";"Białystok";"podlaskie";"1217";"1331";"379";"838";"1";"2";"0";"0";"0";"0";"0";"0";"0";"838";"0";"0";"838";"11";"4";"7";"0";"827";"70";"374";"78";"305"
"34bb-ad47-c67b-1509-f50f-b386-936a-4b9b";"206101";"60";"140";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. Rzemieślnicza 12/3, 15-773 Białystok";"m. Białystok";"Białystok";"podlaskie";"1149";"1262";"309";"840";"1";"7";"0";"0";"0";"0";"0";"0";"0";"840";"0";"0";"840";"11";"3";"8";"0";"829";"65";"359";"90";"315"
"6e42-b0e2-e505-7ced-8013-7ed4-9894-439f";"206101";"60";"141";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. Rzemieślnicza 12/3, 15-773 Białystok";"m. Białystok";"Białystok";"podlaskie";"871";"976";"171";"700";"1";"4";"0";"0";"0";"0";"0";"0";"0";"700";"0";"0";"700";"16";"4";"12";"0";"684";"60";"251";"75";"298"
"f4d9-14c9-c347-c19e-e177-d2e0-314a-5c05";"206101";"60";"142";"miasto";"stały";"Szkoła Podstawowa Nr 37, ul. Jaworowa 8, 15-808 Białystok";"m. Białystok";"Białystok";"podlaskie";"847";"937";"185";"662";"3";"4";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"15";"8";"7";"0";"647";"47";"271";"68";"261"
"73b6-9012-47c6-ff45-7bb6-5148-7336-dffb";"206101";"60";"143";"miasto";"stały";"Przedszkole Samorządowe Nr 71, ul. Dziesięciny 50, 15-806 Białystok";"m. Białystok";"Białystok";"podlaskie";"1068";"1172";"198";"870";"1";"8";"0";"0";"0";"0";"0";"0";"0";"870";"0";"0";"870";"11";"4";"7";"0";"859";"84";"351";"91";"333"
"af9a-6389-ff3b-fcc8-d551-3340-6752-0ab2";"206101";"60";"144";"miasto";"stały";"Przedszkole Samorządowe Nr 71, ul. Dziesięciny 50, 15-806 Białystok";"m. Białystok";"Białystok";"podlaskie";"1320";"1449";"382";"937";"1";"3";"0";"0";"0";"0";"0";"0";"0";"938";"0";"0";"938";"23";"9";"14";"0";"915";"80";"315";"92";"428"
"f86a-1a62-e850-1dd1-5fd8-3880-0d18-15e2";"206101";"60";"145";"miasto";"stały";"Przedszkole Samorządowe Nr 56, ul. Gen. Józefa Hallera 38, 15-814 Białystok";"m. Białystok";"Białystok";"podlaskie";"1220";"1324";"378";"842";"0";"5";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"13";"4";"9";"0";"829";"71";"394";"91";"273"
"15b8-e251-e58b-3044-d99e-50ac-fd0f-fd5c";"206101";"60";"146";"miasto";"stały";"Szkoła Podstawowa Nr 37, ul. Jaworowa 8, 15-808 Białystok";"m. Białystok";"Białystok";"podlaskie";"1226";"1351";"372";"854";"1";"2";"1";"1";"0";"0";"0";"0";"1";"855";"1";"0";"855";"19";"8";"11";"0";"836";"82";"356";"107";"291"
"83dd-3b5b-5eac-3f5a-9eb3-561c-36b3-1667";"206101";"60";"147";"miasto";"stały";"Szkoła Podstawowa Nr 47, ul. Palmowa 28, 15-795 Białystok";"m. Białystok";"Białystok";"podlaskie";"1130";"1239";"295";"835";"2";"2";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"15";"4";"11";"0";"820";"76";"283";"68";"393"
"31be-4450-bb36-fab7-8356-db1a-6f01-e9b8";"206101";"60";"148";"miasto";"stały";"Szkoła Podstawowa Nr 47, ul. Palmowa 28, 15-795 Białystok";"m. Białystok";"Białystok";"podlaskie";"1101";"1225";"220";"881";"1";"0";"0";"0";"0";"0";"0";"0";"0";"881";"0";"0";"881";"17";"14";"3";"0";"864";"74";"353";"82";"355"
"48ff-6c07-86e1-3103-0f0e-54df-9e1a-286f";"206101";"60";"149";"miasto";"stały";"Szkoła Podstawowa Nr 47, ul. Palmowa 28, 15-795 Białystok";"m. Białystok";"Białystok";"podlaskie";"1000";"1097";"321";"679";"0";"2";"0";"0";"0";"0";"0";"0";"0";"679";"0";"0";"679";"10";"2";"8";"0";"669";"75";"281";"67";"246"
"8f18-7942-9464-1eee-f611-a5be-aa1b-e3fc";"206101";"60";"150";"miasto";"stały";"Szkoła Podstawowa Nr 47, ul. Palmowa 28, 15-795 Białystok";"m. Białystok";"Białystok";"podlaskie";"1170";"1274";"393";"777";"2";"3";"1";"1";"0";"0";"0";"0";"1";"778";"1";"0";"778";"7";"1";"6";"0";"771";"65";"335";"81";"290"
"01ce-64dd-b844-ef46-bfc9-536d-b2a5-cfd2";"206101";"60";"151";"miasto";"stały";"Przedszkole Samorządowe Nr 73, ul. Gajowa 66, 15-794 Białystok";"m. Białystok";"Białystok";"podlaskie";"729";"804";"223";"506";"0";"3";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"9";"2";"7";"0";"497";"62";"212";"55";"168"
"93a0-9645-7ef2-dc76-9992-efb4-5a75-e0fe";"206101";"60";"152";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 4, ul. Porzeczkowa 11, 15-815 Białystok";"m. Białystok";"Białystok";"podlaskie";"1050";"1182";"319";"731";"2";"3";"0";"0";"0";"0";"0";"0";"0";"731";"0";"0";"731";"13";"4";"9";"0";"718";"75";"276";"75";"292"
"61a0-b6a7-b840-f0e4-a92c-afd2-abdb-3759";"206101";"60";"153";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 4, ul. Porzeczkowa 11, 15-815 Białystok";"m. Białystok";"Białystok";"podlaskie";"1117";"1249";"369";"748";"1";"2";"1";"1";"0";"0";"0";"0";"1";"749";"1";"0";"749";"6";"1";"5";"0";"743";"68";"325";"84";"266"
"85e3-c319-58ea-caa7-bd60-1f34-6a59-4a65";"206101";"60";"154";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 4, ul. Porzeczkowa 11, 15-815 Białystok";"m. Białystok";"Białystok";"podlaskie";"1200";"1324";"341";"859";"0";"6";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"12";"6";"6";"0";"847";"65";"360";"81";"341"
"1f09-e488-ebcf-7258-f796-f8a1-63ab-2794";"206101";"60";"155";"miasto";"stały";"Zespół Szkół Zawodowych Nr 5, ul. Antoniuk Fabryczny 40, 15-741 Białystok";"m. Białystok";"Białystok";"podlaskie";"1281";"1389";"450";"831";"0";"3";"1";"1";"1";"0";"0";"0";"0";"830";"0";"0";"830";"25";"18";"7";"0";"805";"64";"304";"86";"351"
"2350-f47f-87e4-e697-e7ec-8450-36eb-fcdb";"206101";"60";"156";"miasto";"stały";"Zespół Szkół Zawodowych Nr 5, ul. Antoniuk Fabryczny 40, 15-741 Białystok";"m. Białystok";"Białystok";"podlaskie";"1207";"1319";"408";"799";"0";"8";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"11";"2";"9";"0";"787";"81";"331";"82";"293"
"8662-ee85-00b9-4893-542f-7979-dc0e-02d9";"206101";"60";"157";"miasto";"stały";"Szkoła Podstawowa Nr 45, ul. Łagodna 10, 15-757 Białystok";"m. Białystok";"Białystok";"podlaskie";"1207";"1307";"343";"864";"1";"3";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"12";"6";"6";"0";"852";"66";"364";"86";"336"
"0dfb-de1a-47f2-9c63-92b7-58de-4be9-d59c";"206101";"60";"158";"miasto";"stały";"Szkoła Podstawowa Nr 45, ul. Łagodna 10, 15-757 Białystok";"m. Białystok";"Białystok";"podlaskie";"1128";"1251";"286";"842";"2";"16";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"12";"3";"9";"0";"830";"56";"364";"89";"321"
"2539-7e08-e197-34d3-682f-8b34-09a3-5e4f";"206101";"60";"159";"miasto";"stały";"Szkoła Podstawowa Nr 45, ul. Łagodna 10, 15-757 Białystok";"m. Białystok";"Białystok";"podlaskie";"1249";"1361";"313";"936";"1";"1";"3";"3";"0";"0";"0";"0";"3";"939";"3";"0";"939";"19";"4";"15";"0";"920";"67";"370";"102";"381"
"ad92-06e2-b09e-079d-c017-4ae1-120a-784e";"206101";"60";"160";"miasto";"stały";"Szkoła Podstawowa Nr 45, ul. Łagodna 10, 15-757 Białystok";"m. Białystok";"Białystok";"podlaskie";"1118";"1223";"311";"807";"0";"4";"0";"0";"0";"0";"0";"0";"0";"807";"0";"0";"807";"16";"2";"14";"0";"791";"66";"311";"72";"342"
"c55d-7f5b-ad4d-ec0b-6195-3a77-fc29-b6ec";"206101";"60";"161";"miasto";"stały";"Przedszkole Samorządowe Nr 65, ul. Łagodna 12, 15-757 Białystok";"m. Białystok";"Białystok";"podlaskie";"1051";"1141";"267";"784";"0";"2";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"20";"4";"16";"0";"764";"68";"301";"76";"319"
"e3db-aad8-ec26-ebb7-3c88-7705-e327-22c8";"206101";"60";"162";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1, ul. Strażacka 25, 15-687 Białystok";"m. Białystok";"Białystok";"podlaskie";"1782";"1962";"401";"1381";"3";"4";"1";"1";"0";"0";"0";"0";"1";"1382";"1";"0";"1382";"25";"11";"14";"0";"1357";"116";"576";"147";"518"
"e18f-2103-a869-5904-fec2-7524-5505-99af";"206101";"60";"163";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1, ul. Strażacka 25, 15-687 Białystok";"m. Białystok";"Białystok";"podlaskie";"987";"1066";"304";"683";"0";"5";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"6";"3";"3";"0";"677";"60";"302";"69";"246"
"0104-57f3-d7f0-af10-f0c8-1a02-dacf-f263";"206101";"60";"164";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Komisji Edukacji Narodowej 1A, 15-687 Białystok";"m. Białystok";"Białystok";"podlaskie";"1511";"1662";"493";"1018";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1018";"0";"0";"1018";"10";"5";"5";"0";"1008";"98";"420";"105";"385"
"7184-b58b-5ec6-2067-81d7-7790-be20-c38b";"206101";"60";"165";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Komisji Edukacji Narodowej 1A, 15-687 Białystok";"m. Białystok";"Białystok";"podlaskie";"1209";"1332";"410";"799";"0";"1";"0";"0";"0";"0";"0";"0";"0";"799";"0";"0";"799";"22";"4";"18";"0";"777";"77";"303";"104";"293"
"41ec-d54d-f806-640b-3e06-d528-bf39-f49d";"206101";"60";"166";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Komisji Edukacji Narodowej 1A, 15-687 Białystok";"m. Białystok";"Białystok";"podlaskie";"1257";"1395";"301";"956";"0";"4";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"19";"7";"12";"0";"937";"76";"365";"101";"395"
"cff5-3eef-e44f-76fb-e2a1-daae-5e7c-276d";"206101";"60";"167";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Komisji Edukacji Narodowej 1A, 15-687 Białystok";"m. Białystok";"Białystok";"podlaskie";"1066";"1200";"275";"791";"0";"12";"0";"0";"0";"0";"0";"0";"0";"791";"0";"0";"791";"12";"5";"7";"0";"779";"68";"318";"90";"303"
"3689-f605-ee31-791f-21d4-7b98-07fe-9dd1";"206101";"60";"168";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Komisji Edukacji Narodowej 1A, 15-687 Białystok";"m. Białystok";"Białystok";"podlaskie";"969";"1072";"328";"641";"0";"1";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"17";"9";"8";"0";"624";"62";"236";"76";"250"
"f5d3-8d08-7bac-0c1b-62e2-1923-6b6a-eff1";"206101";"60";"169";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Komisji Edukacji Narodowej 1A, 15-687 Białystok";"m. Białystok";"Białystok";"podlaskie";"1178";"1308";"344";"834";"0";"4";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"20";"6";"14";"0";"814";"93";"299";"98";"324"
"da0f-d113-dc20-0afe-1f85-a510-23bd-56d0";"206101";"60";"170";"miasto";"zakład leczniczy";"Samodzielny Publiczny ZOZ Wojewódzki Szpital Zespolony im. J. Śniadeckiego (Interna), M. Skłodowskiej-Curie 25, 15-278 Białystok";"m. Białystok";"Białystok";"podlaskie";"350";"221";"265";"85";"0";"5";"0";"0";"0";"0";"0";"0";"0";"85";"0";"0";"85";"1";"1";"0";"0";"84";"15";"41";"1";"27"
"6067-a9d6-d7c6-28b9-5dbd-f7a5-aafc-debc";"206101";"60";"171";"miasto";"zakład leczniczy";"Samodzielny Publiczny ZOZ Wojewódzki Szpital Zespolony im. J. Śniadeckiego (Rehabilitacja), Skłodowskiej-Curie 26, 15-278 Białystok";"m. Białystok";"Białystok";"podlaskie";"43";"43";"16";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"0";"0";"0";"0";"27";"5";"15";"1";"6"
"91ec-8615-c13e-73cb-3c25-df1b-18f4-a127";"206101";"60";"172";"miasto";"zakład leczniczy";"Samodzielny Publiczny ZOZ Wojewódzki Szpital Zespolony im. J. Śniadeckiego (Ginekologia), Skłodowskiej-Curie 26, 15-278 Białystok";"m. Białystok";"Białystok";"podlaskie";"108";"8";"101";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"7";"0";"0";"0";"0";"7";"1";"2";"2";"2"
"af74-85c0-358f-bb17-d059-e773-23c6-1369";"206101";"60";"173";"miasto";"zakład leczniczy";"Samodzielny Publiczny ZOZ Wojewódzki Szpital Zespolony im. J. Śniadeckiego (Zakład Pielęgnacyjno-Opiekuńczy), Białystok Wołodyjowskiego/2/1, 15-309 Białystok";"m. Białystok";"Białystok";"podlaskie";"74";"60";"62";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"0";"0";"0";"0";"12";"1";"9";"0";"2"
"3940-d1a6-9081-5cb5-5b48-ea1b-148f-4091";"206101";"60";"174";"miasto";"zakład leczniczy";"Uniwersytecki Szpital Kliniczny, M. Skłodowskiej-Curie 24A, 15-278 Białystok";"m. Białystok";"Białystok";"podlaskie";"665";"204";"541";"124";"0";"11";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"124";"2";"1";"1";"0";"122";"11";"58";"12";"41"
"52f3-9a4b-0f5b-60f5-004b-021a-1679-825a";"206101";"60";"175";"miasto";"zakład leczniczy";"Uniwersytecki Szpital Kliniczny, Żurawia 14, 15-504 Białystok";"m. Białystok";"Białystok";"podlaskie";"229";"63";"166";"63";"0";"2";"0";"0";"0";"0";"0";"0";"0";"63";"0";"0";"63";"1";"0";"1";"0";"62";"12";"32";"6";"12"
"118e-8a1c-e17b-155a-2e48-538b-3965-a9e8";"206101";"60";"176";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej MSWiA, Fabryczna 27, 15-482 Białystok";"m. Białystok";"Białystok";"podlaskie";"159";"72";"122";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"0";"37";"0";"0";"0";"0";"37";"6";"22";"1";"8"
"e40c-5fc7-3b4a-99e2-d555-f900-e0d0-9d8b";"206101";"60";"177";"miasto";"zakład leczniczy";"Samodzielny Szpital Miejski im. PCK, Sienkiewicza 79, 15-003 Białystok";"m. Białystok";"Białystok";"podlaskie";"57";"52";"40";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"1";"0";"1";"0";"16";"2";"8";"1";"5"
"0613-a745-0492-6ea6-c836-dd63-6f93-389a";"206101";"60";"178";"miasto";"zakład leczniczy";"Białostockie Centrum Onkologii im. Marii Skłodowskiej-Curie, Ogrodowa 12, 15-027 Białystok";"m. Białystok";"Białystok";"podlaskie";"192";"258";"145";"47";"0";"5";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"47";"0";"0";"0";"0";"47";"5";"28";"4";"10"
"c886-9ad5-820f-ab64-3938-3645-7d1d-41ed";"206101";"60";"179";"miasto";"zakład leczniczy";"Dom Pomocy Społecznej, Świerkowa 9, 15-328 Białystok";"m. Białystok";"Białystok";"podlaskie";"188";"180";"92";"96";"0";"3";"0";"0";"0";"0";"0";"0";"0";"96";"0";"0";"96";"8";"2";"6";"0";"88";"26";"37";"9";"16"
"1d99-bc2f-4103-7171-f080-2105-9a4f-eefb";"206101";"60";"180";"miasto";"dom pomocy społecznej";"Dom Opieki Społecznej Zgromadzenia Sióstr Franciszkanek od Cierpiących, ul. Proletariacka 8, Proletariacka 8, 15-449 Białystok";"m. Białystok";"Białystok";"podlaskie";"25";"28";"9";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"2";"14";"0";"0"
"726c-10e4-f41c-f179-2e57-e560-ccbf-f598";"206101";"60";"181";"miasto";"zakład karny";"Zakład Karny, Hetmańska 89, 15-727 Białystok";"m. Białystok";"Białystok";"podlaskie";"297";"247";"238";"59";"0";"0";"0";"0";"0";"0";"0";"0";"0";"59";"0";"0";"59";"1";"0";"1";"0";"58";"4";"15";"10";"29"
"7677-10d5-8f3d-03fe-c18e-6293-4fda-b25f";"206101";"60";"182";"miasto";"areszt śledczy";"Areszt Śledczy, Kopernika 21, 15-377 Białystok";"m. Białystok";"Białystok";"podlaskie";"712";"657";"326";"386";"0";"1";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"16";"1";"15";"0";"370";"26";"72";"78";"194"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
