"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Leszek Henryk BUBEL";"Andrzej MACIEJEWSKI";"Jarosław Marek SŁOMA";"Lidia Ewa STAROŃ"
"8959-6224-b8e8-cec6-3402-fbcd-6b3c-64dd";"286201";"86";"58";"miasto";"stały";"Spółdzielnia Mieszkaniowa „Kormoran”, ul. Rotmistrza Witolda Pileckiego 2, 10-693 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1117";"1231";"218";"899";"2";"5";"0";"0";"0";"0";"0";"0";"0";"899";"0";"3";"896";"7";"2";"5";"0";"889";"21";"92";"314";"462"
"dc72-6c0a-428b-4d97-a4d1-27f2-a87f-e8be";"286201";"86";"59";"miasto";"stały";"Przedszkole Miejskie Nr 5, sala kraina uśmiechu (parter), ul. Gen. Stanisława Maczka 11, 10-693 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1430";"1627";"200";"1230";"0";"20";"0";"0";"0";"0";"0";"0";"0";"1228";"0";"0";"1228";"14";"6";"8";"0";"1214";"36";"113";"372";"693"
"9bd6-9187-e53d-da3a-247e-e859-7049-d62a";"286201";"86";"60";"miasto";"stały";"Przedszkole Miejskie Nr 5, hol (I piętro), ul. Gen. Stanisława Maczka 11, 10-693 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1700";"1949";"209";"1491";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1491";"0";"0";"1491";"20";"4";"16";"0";"1471";"34";"134";"451";"852"
"ee7f-b16d-325b-b0fd-ad94-6d68-b014-3eb8";"286201";"86";"61";"miasto";"stały";"Rada Osiedla „Generałów”, ul. Gen. Tadeusza Kutrzeby 9/„S”, 10-693 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1388";"1571";"347";"1040";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1041";"0";"0";"1041";"12";"4";"8";"0";"1029";"35";"84";"283";"627"
"1868-7200-4ddc-ce98-cb6e-1418-5e26-7963";"286201";"86";"62";"miasto";"stały";"Szkoła Podstawowa Nr 30 im. M. Zientary-Malewskiej (stołówka-parter), ul. Pieczewska 10, 10-699 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"729";"791";"169";"560";"0";"4";"0";"0";"0";"0";"0";"0";"0";"560";"0";"0";"560";"4";"1";"3";"0";"556";"15";"44";"159";"338"
"53e7-6234-31b2-a1b5-903b-0715-045e-e5f8";"286201";"86";"63";"miasto";"stały";"Szkoła Podstawowa Nr 30 im. M. Zientary-Malewskiej, sala C 102 (muzyka)-parter, ul. Pieczewska 10, 10-699 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1418";"1562";"285";"1132";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1132";"0";"0";"1132";"18";"4";"14";"0";"1114";"38";"114";"299";"663"
"1db9-98c2-4e6a-a898-22d2-3232-9444-c2ad";"286201";"86";"64";"miasto";"stały";"Spółdzielnia Mieszkaniowa „Jaroty” Administracja Osiedla Jaroty, ul. Kazimierza Jaroszyka 14, 10-687 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1629";"1795";"362";"1267";"1";"7";"1";"1";"0";"0";"0";"0";"1";"1266";"1";"0";"1266";"19";"5";"14";"0";"1247";"34";"134";"346";"733"
"8131-ad8f-93c3-4ede-099f-ef2e-bd06-fadd";"286201";"86";"65";"miasto";"stały";"Spółdzielnia Mieszkaniowa „Jaroty” Administracja Osiedla Pieczewo, ul. Bolesława Jeziołowicza 11, 10-690 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1480";"1625";"385";"1095";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1095";"0";"0";"1095";"17";"5";"12";"0";"1078";"26";"88";"271";"693"
"1a8f-8eb9-32d3-23c4-f4c3-0e59-d12d-b39e";"286201";"86";"66";"miasto";"stały";"Przedszkole Miejskie Nr 15 im. Wandy Chotomskiej, hol (parter), ul. Jana Boenigka 5, 10-686 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1530";"1667";"390";"1140";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1140";"0";"0";"1140";"11";"2";"9";"0";"1129";"28";"109";"223";"769"
"d679-2540-4589-e366-b70c-d1ff-23d0-f2a3";"286201";"86";"67";"miasto";"stały";"Przedszkole Miejskie Nr 15 im. Wandy Chotomskiej, sala gimnastyczna (I piętro), ul. Jana Boenigka 5, 10-686 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1449";"1565";"349";"1100";"1";"2";"1";"0";"0";"0";"0";"0";"0";"1100";"0";"0";"1100";"13";"0";"13";"0";"1087";"30";"97";"268";"692"
"fb22-3b19-20a2-0041-cf3c-11b5-000b-4773";"286201";"86";"68";"miasto";"stały";"Szkoła Podstawowa Nr 33 im. Funduszu Narodów Zjednoczonych na Rzecz Dzieci UNICEF, sala nr 9 (parter), ul. Bolesława Jeziołowicza 2, 10-690 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1308";"1407";"348";"960";"0";"3";"0";"0";"0";"0";"0";"0";"0";"960";"0";"0";"960";"9";"2";"7";"0";"951";"24";"105";"199";"623"
"b008-5be5-1fe7-2ac5-ebe3-b04c-69b1-07dd";"286201";"86";"69";"miasto";"stały";"Szkoła Podstawowa Nr 33 im. Funduszu Narodów Zjednoczonych na Rzecz Dzieci UNICEF, sala nr 16 (parter), ul. Bolesława Jeziołowicza 2, 10-690 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1176";"1277";"285";"891";"0";"7";"0";"0";"0";"0";"0";"0";"0";"891";"0";"0";"891";"13";"9";"4";"0";"878";"23";"98";"236";"521"
"f8ea-ccd4-8a67-fd27-d4c3-b41f-9ad6-6c89";"286201";"86";"70";"miasto";"stały";"Szkoła Podstawowa Nr 34 im. Józefa Malewskiego, ul. Ernesta Wiecherta 14, 10-691 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1618";"1770";"361";"1257";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1257";"0";"0";"1257";"28";"6";"22";"0";"1229";"32";"126";"320";"751"
"184c-3a0d-0f29-8645-85c4-2d2a-075b-a64d";"286201";"86";"71";"miasto";"stały";"AAI-Polska AIKIDO, ul. Immanuela Kanta 15A, 10-691 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"2019";"2172";"448";"1571";"2";"14";"0";"0";"0";"0";"0";"0";"0";"1557";"0";"0";"1557";"13";"0";"13";"0";"1544";"41";"134";"483";"886"
"0bb7-08fe-5981-a404-7879-68a7-88cc-995d";"286201";"86";"72";"miasto";"stały";"Osiedlowy Dom Kultury S. M. „Jaroty”, Klub „Akant”, ul. Immanuela Kanta 11, 10-691 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1826";"2022";"404";"1422";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1422";"0";"0";"1422";"12";"9";"3";"0";"1410";"33";"150";"353";"874"
"7896-075e-e527-f9ad-ed23-5fb1-5aa9-22e3";"286201";"86";"73";"miasto";"stały";"Poradnia Lekarza Rodzinnego Bogusława Solnica Podmiot Leczniczy Bogusława Solnica, ul. Balbiny Świtycz-Widackiej 3, 10-691 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1756";"1912";"327";"1427";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1427";"0";"0";"1427";"20";"5";"15";"0";"1407";"24";"149";"380";"854"
"bfed-38a0-f90a-ec49-72e2-87ce-6823-6be9";"286201";"86";"74";"miasto";"stały";"Szkoła Podstawowa Nr 34, im. Józefa Malewskiego, ul. Johanna Gottfrieda Herdera 3, 10-691 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1965";"2173";"422";"1543";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1543";"0";"0";"1543";"32";"6";"26";"0";"1511";"50";"142";"374";"945"
"3949-1faf-2b50-d27b-d681-da10-b5d1-4a73";"286201";"86";"75";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. R. Knosały, sala nr 11 (parter), ul. Stanisława Moniuszki 10, 10-275 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1211";"1325";"456";"755";"5";"4";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"20";"11";"9";"0";"735";"19";"86";"170";"460"
"dc1e-e10e-3c4a-2b8f-94b6-bc9c-6fec-c561";"286201";"86";"76";"miasto";"stały";"Szkoła Podstawowa Nr 13 im. Komisji Edukacji Narodowej, ul. Aleksandra Puszkina 11, 10-295 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1783";"1955";"554";"1229";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1229";"0";"0";"1229";"26";"5";"21";"0";"1203";"20";"105";"298";"780"
"4025-251b-e450-6b03-659c-60c6-9565-5612";"286201";"86";"77";"miasto";"stały";"Zespół Szkół Samochodowych im. A. M. Bocheńskiego, sala nr 111 (parter), al. Wojska Polskiego 17, 10-224 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1322";"1430";"538";"784";"0";"11";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"9";"0";"9";"0";"775";"19";"91";"149";"516"
"c8b0-9506-b82c-285a-ea35-f0c5-cbe7-f90d";"286201";"86";"78";"miasto";"stały";"Zespół Szkół Samochodowych im. A. M. Bocheńskiego, sala nr 102 (parter), al. Wojska Polskiego 17, 10-224 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1740";"1906";"569";"1171";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1171";"0";"0";"1171";"14";"8";"6";"0";"1157";"25";"106";"309";"717"
"f7e3-3d43-98c3-d632-2a8a-c056-17de-6267";"286201";"86";"79";"miasto";"stały";"Szkoła Podstawowa Nr 11 im. Hieronima Skurpskiego, ul. Jagiellońska 8, 10-271 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1781";"1935";"704";"1077";"2";"10";"1";"1";"0";"0";"0";"0";"1";"1078";"1";"0";"1078";"15";"2";"13";"0";"1063";"32";"115";"255";"661"
"8fb5-c0aa-8dda-d866-f9f3-44ac-4502-9461";"286201";"86";"80";"miasto";"stały";"Centrum Edukacji i Inicjatyw Kulturalnych, ul. Parkowa 1, 10-233 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1000";"972";"406";"594";"2";"6";"0";"0";"0";"0";"0";"0";"0";"594";"0";"0";"594";"7";"2";"5";"0";"587";"7";"46";"176";"358"
"bafa-ef35-94da-0c5c-a765-297a-eae6-cbc2";"286201";"86";"81";"miasto";"stały";"Centrum Edukacji „Oskar” Przedszkole „Patryk”, ul. Wiśniowa 11, 10-321 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"938";"1020";"273";"665";"0";"8";"0";"0";"0";"0";"0";"0";"0";"665";"0";"0";"665";"9";"3";"6";"0";"656";"25";"73";"152";"406"
"11db-6618-898a-4993-7bf2-ca56-8130-02e5";"286201";"86";"82";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. R. Knosały, sala nr 8 (parter), ul. Stanisława Moniuszki 10, 10-275 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1732";"1851";"640";"1092";"1";"3";"1";"1";"0";"0";"0";"0";"1";"1093";"1";"0";"1093";"10";"1";"9";"0";"1083";"25";"114";"250";"694"
"fff9-b8f5-af14-4007-c807-1d35-cbef-23d9";"286201";"86";"83";"miasto";"stały";"Szkoła Podstawowa Nr 9, hol (parter), ul. Ludwika Zamenhofa 14, 10-280 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1949";"2156";"660";"1289";"1";"17";"0";"0";"0";"0";"0";"0";"0";"1289";"0";"0";"1289";"20";"6";"14";"0";"1269";"28";"143";"295";"803"
"5d10-0fa9-e802-9486-e1c8-28fe-afd6-7624";"286201";"86";"84";"miasto";"stały";"Szkoła Podstawowa Nr 9, sala gimnastyczna (parter), ul. Ludwika Zamenhofa 14, 10-280 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"2150";"2320";"545";"1605";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1605";"0";"0";"1605";"24";"5";"19";"0";"1581";"40";"142";"429";"970"
"7183-10f7-63ef-a1f0-4059-8ec2-1f0f-72e6";"286201";"86";"85";"miasto";"stały";"Szkoła Podstawowa Nr 5, im. Sybiraków, al. Sybiraków 3A, 10-256 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1259";"1378";"452";"807";"2";"9";"0";"0";"0";"0";"0";"0";"0";"807";"0";"0";"807";"14";"4";"10";"0";"793";"22";"87";"191";"493"
"3d1f-6688-b906-b6c6-eafb-1c7d-4a4d-7849";"286201";"86";"86";"miasto";"stały";"III Liceum Ogólnokształcące im. M. Kopernika, al. Sybiraków 3, 10-256 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"908";"958";"295";"613";"3";"12";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"10";"2";"8";"0";"603";"16";"76";"113";"398"
"69ad-449e-ed5e-80f0-1d99-2862-4fd6-66c0";"286201";"86";"87";"miasto";"stały";"Zespół Szkół Elektronicznych i Telekomunikacyjnych (bursa szkolna), Bałtycka 37A, 10-144 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1068";"1144";"285";"783";"0";"10";"0";"0";"0";"0";"0";"0";"0";"783";"0";"0";"783";"9";"2";"7";"0";"774";"15";"88";"206";"465"
"6064-2f19-1bde-e7c0-07da-382b-2199-d814";"286201";"86";"88";"miasto";"zakład leczniczy";"Miejski Szpital Zespolony w Olsztynie, ul. Niepodległości 44, 10-045 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"171";"176";"119";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52";"0";"0";"52";"1";"0";"1";"0";"51";"2";"12";"16";"21"
"c1a4-3c5b-4946-afcf-6f09-d171-11d4-92b4";"286201";"86";"89";"miasto";"zakład leczniczy";"Miejski Szpital Zespolony w Olsztynie, al. Wojska Polskiego 30, 10-226 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"50";"59";"36";"14";"0";"5";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"1";"0";"1";"0";"13";"0";"2";"5";"6"
"baa4-712c-96c6-8d83-e5b4-e899-0c7d-a2cf";"286201";"86";"90";"miasto";"zakład leczniczy";"Wojewódzki Szpital Specjalistyczny w Olsztynie, ul. Żołnierska 18, 10-561 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"250";"273";"174";"76";"0";"10";"0";"0";"0";"0";"0";"0";"0";"76";"0";"0";"76";"4";"0";"4";"0";"72";"2";"12";"23";"35"
"0eee-955e-2721-30a2-daa3-627d-d338-e5cf";"286201";"86";"91";"miasto";"zakład leczniczy";"Wojewódzki Zespół Lecznictwa Psychiatrycznego w Olsztynie, al. Wojska Polskiego 35, 10-228 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"250";"248";"191";"59";"0";"2";"0";"0";"0";"0";"0";"0";"0";"59";"0";"0";"59";"6";"2";"4";"0";"53";"5";"4";"11";"33"
"79fe-c80c-2941-72ed-efbb-41df-85f7-7ac5";"286201";"86";"92";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych i Administracji z Warmińsko-Mazurskim Centrum Onkologii w Olsztynie, al. Wojska Polskiego 37, 10-228 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"188";"158";"107";"81";"0";"0";"0";"0";"0";"0";"0";"0";"0";"81";"0";"0";"81";"3";"0";"3";"0";"78";"2";"10";"17";"49"
"46be-64de-6e59-8c26-e9f2-0cf2-824d-5911";"286201";"86";"93";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Gruźlicy i Chorób Płuc w Olsztynie, ul. Jagiellońska 78, 10-357 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"140";"123";"62";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78";"0";"0";"78";"3";"0";"3";"0";"75";"4";"10";"11";"50"
"685b-d240-8a0e-0324-6cb4-3f6a-7417-ebab";"286201";"86";"94";"miasto";"zakład leczniczy";"Uniwersytecki Szpital Kliniczny w Olsztynie, al. Warszawska 30, 10-082 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"91";"71";"57";"34";"0";"3";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"1";"0";"1";"0";"33";"1";"4";"12";"16"
"17f1-5139-3e40-043e-10a4-1f2e-85c8-13b9";"286201";"86";"95";"miasto";"dom pomocy społecznej";"Niepubliczny Zakład Opieki Zdrowotnej Ośrodek Mieszkalno-Rehabilitacyjny Polski Związek Niewidomych w Olsztynie, ul. Paukszty 57, 10-685 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"211";"192";"121";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"90";"3";"0";"3";"0";"87";"3";"20";"15";"49"
"70d0-e272-d347-96b9-1652-94a1-b3eb-c4bb";"286201";"86";"96";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „Kombatant” w Olsztynie, ul. Juliana Fałata 23K, 10-211 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"149";"124";"95";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"2";"0";"2";"0";"52";"3";"8";"6";"35"
"8d30-0641-47b4-e5c8-3785-fd44-f981-7fd6";"286201";"86";"97";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej i Dom Opieki „Laurentius” w Olsztynie, ul. Hozjusza 19, 11-041 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"110";"88";"83";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"7";"1";"6";"0";"20";"3";"3";"6";"8"
"df6a-7e0d-217d-b0a5-3996-37ed-8ca3-a884";"286201";"86";"98";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Olsztynie, ul. Bałtycka 37a, 10-144 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"50";"35";"36";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"2";"1";"1";"0";"12";"2";"2";"0";"8"
"66af-e7e3-8d06-1004-1e86-ba22-7f0a-efb1";"286201";"86";"99";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „BARKA” w Olsztynie, ul. Jacka Kuronia 5, 10-165 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"80";"63";"65";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"2";"0";"2";"0";"13";"0";"5";"2";"6"
"561e-caac-3a4c-1d2f-9e6d-1b58-bd9c-113f";"286201";"86";"100";"miasto";"areszt śledczy";"Areszt Śledczy w Olsztynie, al. Marszałka Józefa Piłsudskiego 3, 10-575 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"180";"128";"89";"91";"0";"0";"0";"0";"0";"0";"0";"0";"0";"91";"0";"0";"91";"3";"1";"2";"0";"88";"10";"7";"34";"37"
"7368-d4b5-291b-8246-1c3d-fb67-238d-ceae";"286201";"86";"101";"miasto";"oddział zewnętrzny aresztu śledczego";"Oddział Zewnętrzny Aresztu Śledczego w Olsztynie, ul. Opolska 42, 10-626 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"318";"276";"191";"127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"127";"4";"0";"4";"0";"123";"12";"14";"17";"80"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
