"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Radosław SAŁATA";"Michał SEWERYŃSKI";"Andrzej URBANIAK";"Jacek WALCZAK"
"e849-ef58-7e85-fb6f-f41f-6e06-6981-ab75";"101709";"27";"16";"wieś";"stały";"Filia Biblioteczna MGBP w Dąbrowie, Dąbrowa Św. Wawrzyńca 1, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"968";"1053";"267";"701";"0";"1";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"12";"8";"4";"0";"689";"85";"308";"42";"254"
"abc5-38e2-64c4-8f0b-0d50-5b33-bf75-7e95";"101709";"27";"17";"wieś";"stały";"Szkoła Podstawowa w Kurowie, Kurów Wieluńska 11, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"629";"695";"188";"441";"0";"0";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"7";"2";"5";"0";"434";"44";"310";"22";"58"
"f881-96bb-5f6a-9542-c0d3-d0ce-f424-7c4a";"101709";"27";"18";"wieś";"stały";"Filia Biblioteczna MGBP w Turowie, Turów 91, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"594";"652";"200";"394";"0";"2";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"6";"1";"5";"0";"388";"44";"191";"36";"117"
"cc35-45a0-43da-c93e-c4c0-7de7-4b80-7e0a";"101709";"27";"19";"wieś";"stały";"Szkoła Podstawowa w Masłowicach, Masłowice 1, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1147";"1263";"485";"662";"1";"1";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"22";"5";"17";"0";"640";"67";"342";"58";"173"
"e89b-8c4b-e7e7-c9bb-9438-75f2-3f98-e3da";"101709";"27";"20";"wieś";"stały";"Szkoła Podstawowa w Sieńcu, Sieniec 81b, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"816";"897";"342";"474";"0";"1";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"11";"0";"11";"0";"463";"61";"257";"42";"103"
"83bb-6c5d-826b-f155-ff53-4caa-3cc1-844a";"101709";"27";"21";"wieś";"stały";"Szkoła Podstawowa w Rudzie, Ruda Długa 31, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1313";"1431";"465";"848";"0";"4";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"10";"3";"7";"0";"838";"94";"409";"72";"263"
"4877-da8c-f593-fbf7-00f6-3a70-cce7-0a39";"101709";"27";"22";"wieś";"stały";"Szkoła Podstawowa w Gaszynie, Gaszyn Harcerska 1, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"747";"809";"240";"507";"0";"5";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"12";"7";"5";"0";"495";"58";"232";"35";"170"
"93e8-cb94-bc78-e948-c4a7-a884-92d6-d1c1";"101709";"27";"23";"wieś";"stały";"Publiczna Szkoła Podstawowa SPSK w Kadłubie, Kadłub 91, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"400";"437";"101";"299";"1";"1";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"11";"3";"8";"0";"288";"34";"167";"16";"71"
"3735-686d-a921-a2be-d853-28cf-8e08-18ae";"101709";"27";"24";"miasto";"zakład leczniczy";"SP ZOZ w Wieluniu, Szpitalna 16, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"218";"73";"179";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0";"39";"4";"1";"3";"0";"35";"2";"20";"7";"6"
"b5d7-b413-5e92-9b32-27ad-4f17-c2f8-e085";"101710";"27";"1";"wieś";"stały";"Urząd Gminy Wierzchlas, Szkolna 7, 98-324 Wierzchlas";"gm. Wierzchlas";"wieluński";"łódzkie";"1383";"1514";"544";"839";"0";"7";"0";"0";"0";"0";"0";"0";"0";"839";"0";"0";"839";"20";"3";"17";"0";"819";"85";"433";"65";"236"
"8028-98be-f2f9-2443-8083-067f-754d-a9f2";"101710";"27";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kraszkowicach, Kraszkowice Szkolna 5, 98-324 Wierzchlas";"gm. Wierzchlas";"wieluński";"łódzkie";"786";"866";"298";"488";"0";"3";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"10";"2";"8";"0";"478";"71";"261";"42";"104"
"8575-cd7c-0422-8b8d-08b4-5b42-da69-87dc";"101710";"27";"3";"wieś";"stały";"Remiza OSP w Krzeczowie, Krzeczów Wczasowa 3, 98-324 Wierzchlas";"gm. Wierzchlas";"wieluński";"łódzkie";"405";"446";"145";"260";"2";"7";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"4";"1";"3";"0";"256";"26";"107";"31";"92"
"c6d4-b19f-e3ee-f0b1-8ba0-a62b-f233-823f";"101710";"27";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Mierzycach, Mierzyce 149, 98-324 Wierzchlas";"gm. Wierzchlas";"wieluński";"łódzkie";"768";"833";"247";"521";"0";"2";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"17";"6";"11";"0";"504";"53";"286";"40";"125"
"c7dc-8fbf-c10e-b590-5b76-ef8b-913c-16da";"101710";"27";"5";"wieś";"stały";"Szkoła Podstawowa w Łaszewie, Łaszew Szkolna 12, 98-324 Wierzchlas";"gm. Wierzchlas";"wieluński";"łódzkie";"469";"505";"195";"274";"0";"2";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"4";"0";"4";"0";"270";"22";"158";"17";"73"
"97dc-b312-ebe5-e472-3495-872a-ba51-41f4";"101710";"27";"6";"wieś";"stały";"Szkoła Podstawowa w Toporowie, Toporów Szkolna 6, 98-324 Wierzchlas";"gm. Wierzchlas";"wieluński";"łódzkie";"741";"820";"231";"510";"1";"7";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"22";"0";"22";"0";"488";"55";"270";"30";"133"
"5313-d5a5-bf0f-d07b-b0e2-1a22-8f64-b927";"101710";"27";"7";"wieś";"stały";"Szkoła Podstawowa w Strugach, Jajczaki 10, 98-324 Wierzchlas";"gm. Wierzchlas";"wieluński";"łódzkie";"346";"375";"129";"217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"12";"3";"9";"0";"205";"11";"130";"27";"37"
"70e6-de16-bce1-8953-64d9-392c-64bd-5f98";"101801";"27";"1";"wieś";"stały";"Gminne Centrum Kultury w Bolesławcu, Rynek 4, 98-430 Bolesławiec";"gm. Bolesławiec";"wieruszowski";"łódzkie";"1191";"1316";"433";"758";"0";"12";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"17";"4";"13";"0";"741";"115";"333";"56";"237"
"2a46-c3a3-4f64-c6f5-f503-1f12-923d-aa9e";"101801";"27";"2";"wieś";"stały";"Szkoła Podstawowa w Mieleszynie, Mieleszyn 141, 98-430 Bolesławiec";"gm. Bolesławiec";"wieruszowski";"łódzkie";"481";"525";"192";"289";"0";"0";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"11";"1";"10";"0";"278";"42";"150";"16";"70"
"58c5-f41a-52c6-0e02-6bb9-7bc6-698e-3f0e";"101801";"27";"3";"wieś";"stały";"Szkoła Podstawowa w Chróścinie, Chróścin 49, 98-430 Bolesławiec";"gm. Bolesławiec";"wieruszowski";"łódzkie";"634";"699";"317";"317";"0";"1";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"5";"0";"5";"0";"311";"39";"156";"26";"90"
"f298-a730-3b3b-f610-a9e0-fb2b-80cf-a451";"101801";"27";"4";"wieś";"stały";"Szkoła Podstawowa w Żdżarach, Żdżary 123, 98-430 Bolesławiec";"gm. Bolesławiec";"wieruszowski";"łódzkie";"683";"745";"278";"405";"0";"0";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"14";"5";"9";"0";"391";"44";"252";"12";"83"
"19ee-a9bb-fa6b-0192-e79e-cfcd-140b-f8b0";"101802";"27";"1";"wieś";"stały";"Sala OSP w Czastarach, Wolności 36, 98-410 Czastary";"gm. Czastary";"wieruszowski";"łódzkie";"1576";"1711";"600";"976";"2";"8";"0";"0";"0";"0";"0";"0";"0";"976";"0";"0";"976";"22";"5";"17";"0";"954";"104";"566";"49";"235"
"436d-bd8b-645a-13d3-0d08-7296-35aa-3514";"101802";"27";"2";"wieś";"stały";"Szkoła Podstawowa w Parcicach, Parcice Dworska 60, 98-410 Czastary";"gm. Czastary";"wieruszowski";"łódzkie";"895";"987";"412";"483";"1";"0";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"18";"1";"17";"0";"465";"48";"245";"42";"130"
"1d98-ad20-b715-64e3-4663-4040-d3f8-043a";"101802";"27";"3";"wieś";"stały";"Szkoła Podstawowa w Radostowie Pierwszym, Radostów Pierwszy 53, 98-410 Czastary";"gm. Czastary";"wieruszowski";"łódzkie";"407";"452";"151";"256";"0";"0";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"9";"1";"8";"0";"247";"32";"156";"16";"43"
"820b-3428-24e7-e81e-6305-2729-0797-7a20";"101803";"27";"1";"wieś";"stały";"Szkoła Podstawowa w Galewicach, Marii Konopnickiej 20, 98-405 Galewice";"gm. Galewice";"wieruszowski";"łódzkie";"1698";"1869";"601";"1097";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1097";"0";"0";"1097";"28";"7";"21";"0";"1069";"161";"521";"59";"328"
"5aa3-9d0c-1315-f16d-060c-7e6e-f81a-4412";"101803";"27";"2";"wieś";"stały";"Wiejski Dom Kultury w Osieku, Osiek 105a, 98-405 Galewice";"gm. Galewice";"wieruszowski";"łódzkie";"814";"907";"269";"545";"2";"1";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"14";"4";"10";"0";"531";"70";"307";"30";"124"
"06c7-d849-8909-d45d-4603-2ea2-ab1d-4047";"101803";"27";"3";"wieś";"stały";"Świetlica Wiejska w Węglewicach, Węglewice Kopernika 8, 98-405 Galewice";"gm. Galewice";"wieruszowski";"łódzkie";"593";"653";"196";"397";"0";"1";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"4";"0";"4";"0";"393";"40";"261";"17";"75"
"97e3-85e4-9bc0-0c3e-5ba8-0c9b-a2bb-3100";"101803";"27";"4";"wieś";"stały";"Szkoła Podstawowa w Ostrówku, Ostrówek 15, 98-405 Galewice";"gm. Galewice";"wieruszowski";"łódzkie";"1001";"1102";"455";"546";"0";"1";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"16";"5";"11";"0";"530";"63";"330";"39";"98"
"fbc8-e654-a6d7-c7d3-005a-a013-75ef-9b01";"101803";"27";"5";"wieś";"stały";"Szkoła Podstawowa w Biadaszkach, Biadaszki 29A, 98-405  Galewice";"gm. Galewice";"wieruszowski";"łódzkie";"360";"394";"184";"176";"0";"0";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"8";"1";"7";"0";"168";"21";"93";"12";"42"
"1331-7194-96db-7df4-486b-b0d4-ed6c-bc34";"101804";"27";"1";"wieś";"stały";"Szkoła Podstawowa w Lututowie, Wieruszowska 28A, 98-360 Lututów";"gm. Lututów";"wieruszowski";"łódzkie";"697";"750";"236";"461";"2";"4";"0";"0";"0";"0";"0";"0";"0";"461";"0";"0";"461";"10";"2";"8";"0";"451";"49";"203";"26";"173"
"9ecf-dfac-5b5a-05b0-155e-fc1d-2697-6ef7";"101804";"27";"2";"wieś";"stały";"Filialna Szkoła Podstawowa w Niemojewie, Lipowa 19, 98-360 Lututów";"gm. Lututów";"wieruszowski";"łódzkie";"618";"674";"236";"382";"0";"2";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"10";"1";"9";"0";"372";"30";"243";"22";"77"
"adac-e454-463c-1f04-a09e-5768-92c4-02c1";"101804";"27";"3";"wieś";"stały";"Dzienny Dom Pomocy, Huta 46, 98-360 Lututów";"gm. Lututów";"wieruszowski";"łódzkie";"406";"450";"157";"249";"0";"0";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"4";"1";"3";"0";"245";"34";"142";"17";"52"
"173a-ac6b-cb92-1112-dab2-fa07-9295-408f";"101804";"27";"4";"wieś";"stały";"Filialna Szkoła Podstawowa w Swobodzie, Swoboda 6, 98-360 Lututów";"gm. Lututów";"wieruszowski";"łódzkie";"402";"432";"163";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"3";"3";"0";"0";"236";"17";"147";"27";"45"
"082a-4a28-3a4c-72cd-ad10-88f5-2bc4-8069";"101804";"27";"5";"wieś";"stały";"Przedszkole Publiczne w Lututowie, Wieruszowska 18, 98-360 Lututów";"gm. Lututów";"wieruszowski";"łódzkie";"746";"819";"272";"474";"3";"2";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"9";"1";"8";"0";"465";"35";"338";"23";"69"
"2dc9-183f-2fc1-a831-51d4-58bc-3620-851d";"101804";"27";"6";"wieś";"stały";"Szkoła Podstawowa w Lututowie, Jana Pawła Stalskiego 5, 98-360 Lututów";"gm. Lututów";"wieruszowski";"łódzkie";"446";"492";"160";"286";"0";"0";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"14";"5";"9";"0";"272";"24";"148";"15";"85"
"b347-15d1-7144-b056-b724-1cfc-fdd4-3749";"101805";"27";"1";"wieś";"stały";"Centrum Kultury Wsi w Wójcinie, Wójcin Strażacka 4, 98-432 Łubnice";"gm. Łubnice";"wieruszowski";"łódzkie";"857";"947";"325";"532";"1";"3";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"11";"0";"11";"0";"521";"74";"252";"42";"153"
"4265-c35f-2380-7aae-57c7-f60d-2541-272a";"101805";"27";"2";"wieś";"stały";"Hala Sportowa w Dzietrzkowicach, Dzietrzkowice Szkolna 1A, 98-432 Łubnice";"gm. Łubnice";"wieruszowski";"łódzkie";"1108";"1219";"433";"675";"1";"0";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"21";"3";"18";"0";"654";"78";"356";"55";"165"
"3908-52cf-6a52-3af2-7b13-c196-fa63-3c50";"101805";"27";"3";"wieś";"stały";"Centrum Kultury Wsi w Łubnicach, Sikorskiego 98, 98-432 Łubnice";"gm. Łubnice";"wieruszowski";"łódzkie";"1062";"1161";"427";"635";"1";"1";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"16";"2";"14";"0";"619";"80";"342";"46";"151"
"ea2f-7814-0944-0abe-322e-819a-78cc-2b14";"101806";"27";"1";"wieś";"stały";"Gimnazjum Publiczne w Sokolnikach, Szkolna 1, 98-420 Sokolniki";"gm. Sokolniki";"wieruszowski";"łódzkie";"1728";"1887";"684";"1044";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1044";"0";"0";"1044";"18";"3";"15";"0";"1026";"132";"520";"54";"320"
"7cdd-560b-609a-d8c3-8994-dcb7-2cc7-431a";"101806";"27";"2";"wieś";"stały";"Szkoła Podstawowa w Starym Ochędzynie, Stary Ochędzyn 55, 98-420 Sokolniki";"gm. Sokolniki";"wieruszowski";"łódzkie";"637";"687";"221";"416";"0";"4";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"4";"2";"2";"0";"412";"36";"258";"23";"95"
"62ac-1056-8c6b-fbe9-2a5a-b605-be1f-40ea";"101806";"27";"3";"wieś";"stały";"Sala Ochotniczej Straży Pożarnej w Walichnowach, Walichnowy Aleja Wyzwolenia 8A, 98-420 Sokolniki";"gm. Sokolniki";"wieruszowski";"łódzkie";"679";"740";"260";"419";"0";"2";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"18";"3";"15";"0";"401";"43";"226";"17";"115"
"6103-6682-77b7-b733-79e3-7208-a88f-18eb";"101806";"27";"4";"wieś";"stały";"Szkoła Podstawowa w Pichlicach, Pichlice 1, 98-420 Sokolniki";"gm. Sokolniki";"wieruszowski";"łódzkie";"610";"667";"225";"385";"1";"0";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"7";"1";"6";"0";"378";"30";"279";"12";"57"
"d507-80f3-a06f-5a26-7423-124f-3bca-c0bf";"101807";"27";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Wieruszowie, Teklinowska 27, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"922";"1022";"267";"655";"0";"2";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"13";"8";"5";"0";"642";"101";"259";"26";"256"
"7e40-fb0d-15ef-9bdd-9646-8af4-186d-82e3";"101807";"27";"2";"miasto";"stały";"Wieruszowski Dom Kultury, Rynek 8 - 9, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"1380";"1575";"396";"984";"2";"8";"0";"0";"0";"0";"0";"0";"0";"984";"0";"0";"984";"17";"4";"13";"0";"967";"112";"413";"40";"402"
"b726-3b1c-bd97-89fe-4c45-c208-e706-3c41";"101807";"27";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Wieruszowie, Fabryczna 1, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"968";"1059";"279";"689";"0";"2";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"10";"2";"8";"0";"679";"68";"282";"31";"298"
"638c-0bac-eafb-ef42-0eec-bda3-93f2-7638";"101807";"27";"4";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Wieruszowie, Warszawska 123a, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"1221";"1314";"437";"784";"0";"0";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"11";"5";"6";"0";"773";"94";"361";"29";"289"
"ff22-d466-0fce-d2ef-d1ec-0e1c-eb25-7e98";"101807";"27";"5";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Wieruszowie, Warszawska 123a, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"1202";"1307";"352";"850";"0";"3";"0";"0";"0";"0";"0";"0";"0";"850";"0";"0";"850";"11";"2";"9";"0";"839";"115";"308";"34";"382"
"8dd7-fa92-8240-cd12-e106-3c88-4a34-a3a3";"101807";"27";"6";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych im. Stanisława Staszica w Wieruszowie, Szkolna 1 - 3, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"505";"541";"117";"388";"0";"1";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"1";"0";"1";"0";"387";"43";"141";"16";"187"
"2daa-859e-c1a0-22da-d04c-1fcd-adaf-0d8d";"101807";"27";"7";"wieś";"stały";"Szkoła Podstawowa w Teklinowie, Teklinów 121, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"702";"775";"253";"449";"1";"2";"0";"0";"0";"0";"0";"0";"0";"449";"0";"0";"449";"10";"6";"4";"0";"439";"44";"275";"24";"96"
"d813-8b88-cba4-dce9-c09b-3d17-cf2a-b148";"101807";"27";"8";"wieś";"stały";"Budynek szkolny w Kuźnicy Skakawskiej, Kuźnica Skakawska 2, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"824";"903";"288";"536";"0";"0";"0";"0";"0";"0";"0";"0";"0";"535";"0";"0";"535";"17";"6";"11";"0";"518";"67";"256";"35";"160"
"a40f-0159-79b5-d9d8-6074-5871-a93a-48dd";"101807";"27";"9";"wieś";"stały";"Szkoła Podstawowa w Pieczyskach, Pieczyska Szkolna 1, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"813";"893";"242";"571";"0";"2";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"12";"1";"11";"0";"559";"91";"258";"15";"195"
"fef9-a5d0-59c3-2af8-62c6-4d97-e632-5e7a";"101807";"27";"10";"wieś";"stały";"Budynek szkolny w Mirkowie, Mirków 51, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"426";"476";"129";"297";"4";"1";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"3";"1";"2";"0";"294";"56";"160";"20";"58"
"edfb-234c-e53e-3052-1a32-181c-51d4-d18e";"101807";"27";"11";"wieś";"stały";"Budynek szkolny w Cieszęcinie, Cieszęcin 40, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"525";"583";"189";"336";"0";"3";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"6";"0";"6";"0";"330";"32";"137";"22";"139"
"2ee9-e0a7-b1d0-a52e-e01c-46c5-0080-11e9";"101807";"27";"12";"wieś";"stały";"Szkoła Podstawowa w Wyszanowie, Wyszanów Szkolna 10, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"814";"905";"292";"521";"0";"1";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"7";"3";"4";"0";"515";"71";"275";"34";"135"
"98b2-7ebe-716e-a7f1-b0db-a74e-5243-65e4";"101807";"27";"13";"miasto";"zakład leczniczy";"Powiatowe Centrum Medyczne Sp. z o. o. NZOZ Szpital Powiatowy w Wieruszowie, Warszawska 104, 98-400 Wieruszów";"gm. Wieruszów";"wieruszowski";"łódzkie";"60";"43";"49";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"0";"0";"0";"0";"11";"2";"9";"0";"0"
"a4cd-2bb6-baee-7c68-8a80-345c-4eb6-ae27";"101901";"27";"1";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Tadeusza Kościuszki, Parkowa 5, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1252";"1377";"633";"619";"0";"5";"0";"0";"0";"0";"0";"0";"0";"618";"0";"1";"617";"15";"4";"11";"0";"602";"72";"260";"18";"252"
"9de3-1503-b340-692a-6436-c512-dcc7-7264";"101901";"27";"2";"miasto";"stały";"Zespół Szkół Zawodowych nr 1 im. Obrońców Westerplatte, Żeromskiego 10, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1318";"1454";"446";"872";"0";"4";"0";"0";"0";"0";"0";"0";"0";"872";"0";"0";"872";"7";"2";"5";"0";"865";"88";"406";"21";"350"
"9516-4fc0-d7ea-dea5-4351-3b09-b999-5d25";"101901";"27";"3";"miasto";"stały";"Szkoła Podstawowa nr 10 im. Marii Skłodowskiej-Curie, Zielona 46a, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1249";"1369";"369";"876";"1";"3";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"21";"4";"17";"0";"859";"94";"368";"27";"370"
"3600-1b5b-b238-1565-e2da-96ac-ce83-f7c4";"101901";"27";"4";"miasto";"stały";"Zespół Szkół Elektronicznych im. Stanisława Staszica, Łaska 61, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1562";"1686";"444";"1118";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1118";"0";"0";"1118";"21";"7";"14";"0";"1097";"108";"477";"28";"484"
"cedd-1c77-81b3-7c3e-a028-1c11-6396-a874";"101901";"27";"5";"miasto";"stały";"Powiatowe Centrum Kultury, Sportu i Rekreacji, Dolna 41, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1590";"1712";"477";"1133";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1132";"0";"0";"1132";"22";"7";"15";"0";"1110";"137";"452";"26";"495"
"5a16-4779-547e-8a50-f2d9-1df1-cfed-5bed";"101901";"27";"6";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Tadeusza Kościuszki Sala Gimnastyczna, Parkowa 5, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1537";"1650";"402";"1135";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1134";"0";"8";"1126";"6";"0";"6";"0";"1120";"139";"513";"27";"441"
"a503-74c4-9d13-44df-c6e6-b004-d89f-890b";"101901";"27";"7";"miasto";"stały";"Hala Sportowa przy Zespole Szkolno-Przedszkolnym nr 1, Złota 67, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1315";"1426";"382";"933";"0";"4";"0";"0";"0";"0";"0";"0";"0";"933";"0";"3";"930";"11";"6";"5";"0";"919";"97";"401";"35";"386"
"35a9-43b9-6a30-2ce6-2b11-7f74-d360-f6f6";"101901";"27";"8";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1 - Szkoła Podstawowa nr 6 im. Mikołaja Kopernika, Złota 67, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1423";"1549";"516";"907";"1";"1";"0";"0";"0";"0";"0";"0";"0";"907";"0";"0";"907";"11";"0";"11";"0";"896";"94";"407";"26";"369"
"e143-f761-9947-3cda-7930-5731-2f30-3494";"101901";"27";"9";"miasto";"stały";"II Liceum Ogólnokształcące im. Jana Pawła II, Komisji Edukacji Narodowej 6, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1390";"1517";"625";"765";"1";"6";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"9";"4";"5";"0";"755";"88";"333";"26";"308"
"02d6-82e1-e6c9-0140-327a-a016-49e3-3ce8";"101901";"27";"10";"miasto";"stały";"Szkoła Podstawowa nr 12, Wileńska 3, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1383";"1506";"394";"989";"0";"6";"0";"0";"0";"0";"0";"0";"0";"989";"0";"0";"989";"9";"4";"5";"0";"980";"93";"451";"28";"408"
"ff02-c6bd-e3bd-8ceb-f531-ab0b-1e95-6bf7";"101901";"27";"11";"miasto";"stały";"Publiczne Przedszkole nr 2 „Tęczowe Przedszkole”, Getta Żydowskiego 17a, 98-220 Zduńska Wola";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"1429";"1536";"375";"1053";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"12";"4";"8";"0";"1042";"106";"452";"33";"451"
