"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Konrad Stanisław RĘKAS";"Rafał Artur STACHURA";"Józef ZAJĄC"
"6a58-beb0-1999-ddc4-f509-a0a9-1d03-195d";"061905";"18";"2";"wieś";"stały";"Budynek Zespołu Szkół w Urszulinie (Szkoła Podstawowa), ul. Szkolna 23, 22-234 Urszulin";"gm. Urszulin";"włodawski";"lubelskie";"800";"897";"242";"558";"0";"13";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"16";"3";"13";"0";"542";"49";"230";"263"
"085a-ffc3-c9b5-5569-7c49-01a0-d909-ead9";"061905";"18";"3";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Wereszczynie, Wereszczyn 42, 22-234 Urszulin";"gm. Urszulin";"włodawski";"lubelskie";"370";"402";"169";"201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"5";"0";"5";"0";"196";"18";"60";"118"
"1fd9-a451-b9b5-a1f0-dd6e-8d87-1bd8-32b7";"061905";"18";"4";"wieś";"stały";"Budynek Szkoły Podstawowej, Wola Wereszczyńska 2, 22-234 Urszulin";"gm. Urszulin";"włodawski";"lubelskie";"430";"468";"177";"253";"0";"0";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"9";"0";"9";"0";"244";"26";"56";"162"
"a242-8e77-9b69-61d8-972f-f337-f51a-717c";"061905";"18";"5";"wieś";"stały";"Budynek Zespołu Szkół w Urszulinie (Przedszkole), ul. Szkolna 23, 22-234 Urszulin";"gm. Urszulin";"włodawski";"lubelskie";"1020";"1128";"377";"643";"4";"11";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"13";"1";"12";"0";"630";"57";"159";"414"
"fc85-106c-1733-c6b4-225b-2bda-89c5-32d9";"061906";"18";"1";"wieś";"stały";"Świetlica wiejska w Okunince, Okuninka XIII - 1, 22-200 Włodawa";"gm. Włodawa";"włodawski";"lubelskie";"420";"420";"143";"277";"0";"15";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"5";"1";"4";"0";"272";"29";"97";"146"
"a7e4-873d-9790-a781-bc38-8e27-4760-1945";"061906";"18";"2";"wieś";"stały";"Świetlica wiejska w Susznie, Suszno Poleska 4, 22-200 Włodawa";"gm. Włodawa";"włodawski";"lubelskie";"1040";"1124";"370";"670";"0";"1";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"13";"1";"12";"0";"657";"62";"241";"354"
"3c49-5e55-8eeb-5da7-45b2-01ee-0ac4-509a";"061906";"18";"3";"wieś";"stały";"Świetlica wiejska w Żukowie, Żuków 27, 22-200 Włodawa";"gm. Włodawa";"włodawski";"lubelskie";"370";"397";"155";"215";"0";"3";"0";"0";"0";"0";"0";"0";"0";"215";"0";"0";"215";"1";"1";"0";"0";"214";"24";"65";"125"
"6c4d-4076-c149-4bff-4de4-e150-25fe-58be";"061906";"18";"4";"wieś";"stały";"Szkoła Podstawowa w Różance, Różanka ul. Róży Marii Zamoyskiej 1, 22-200 Włodawa";"gm. Włodawa";"włodawski";"lubelskie";"550";"596";"238";"312";"0";"4";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"5";"1";"4";"0";"307";"33";"116";"158"
"908c-543a-b999-79ee-d5e0-f951-408b-1327";"061906";"18";"5";"wieś";"stały";"Dom Pomocy Społecznej w Różance, Różanka ul. Parkowa 14, 22-200 Włodawa";"gm. Włodawa";"włodawski";"lubelskie";"340";"372";"169";"171";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"11";"1";"10";"0";"160";"14";"71";"75"
"c98c-5858-b3df-f260-5502-7c00-b226-94f1";"061906";"18";"6";"wieś";"stały";"Świetlica wiejska w Korolówce-Osada, Korolówka-Osada 12, 22-200 Włodawa";"gm. Włodawa";"włodawski";"lubelskie";"280";"301";"156";"124";"0";"1";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"124";"2";"0";"2";"0";"122";"8";"59";"55"
"f777-e420-7c95-0f29-3607-4e34-31f0-1eed";"061906";"18";"7";"wieś";"stały";"Świetlica wiejska w Sobiborze, Sobibór 39 A, 22-200 Włodawa";"gm. Włodawa";"włodawski";"lubelskie";"340";"373";"182";"158";"0";"5";"0";"0";"0";"0";"0";"0";"0";"158";"0";"0";"158";"2";"0";"2";"0";"156";"10";"53";"93"
"9ac2-e129-72ce-8a1d-7119-0200-4515-0d09";"061906";"18";"8";"wieś";"stały";"Szkoła Podstawowa w Orchówku, Orchówek Szkolna 35, 22-200 Włodawa";"gm. Włodawa";"włodawski";"lubelskie";"780";"843";"339";"441";"0";"0";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"21";"4";"17";"0";"420";"39";"159";"222"
"2d73-add5-aa2e-db5a-9707-d270-4606-cbbd";"061906";"18";"9";"wieś";"stały";"Świetlica wiejska w Korolówce, Korolówka 84a, 22-200 Włodawa";"gm. Włodawa";"włodawski";"lubelskie";"310";"337";"145";"165";"0";"0";"0";"0";"0";"0";"0";"0";"0";"165";"0";"0";"165";"4";"2";"2";"0";"161";"15";"48";"98"
"d8ed-7dce-7429-7133-50fa-1096-f380-6ca5";"061907";"18";"1";"wieś";"stały";"Świetlica, Uhrusk 46, 22-230 Wola Uhruska";"gm. Wola Uhruska";"włodawski";"lubelskie";"580";"636";"266";"314";"0";"2";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"9";"0";"9";"0";"305";"17";"107";"181"
"d6f6-c795-ddbe-eabb-81e0-8af9-9b92-6ac6";"061907";"18";"2";"wieś";"stały";"Urząd Gminy Wola Uhruska, ul. Parkowa 5, 22-230 Wola Uhruska";"gm. Wola Uhruska";"włodawski";"lubelskie";"510";"558";"235";"275";"1";"3";"0";"0";"0";"0";"0";"0";"0";"275";"0";"0";"275";"5";"3";"2";"0";"270";"34";"80";"156"
"9d0d-8257-a5fa-e110-be33-71aa-2105-012a";"061907";"18";"3";"wieś";"stały";"Zespół Szkół, ul. Gimnazjalna 34, 22-230 Wola Uhruska";"gm. Wola Uhruska";"włodawski";"lubelskie";"450";"493";"205";"245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"5";"0";"5";"0";"240";"15";"91";"134"
"bab0-2d77-5e84-bbd2-0ebc-1b8d-6f0e-8ab6";"061907";"18";"4";"wieś";"stały";"Zespół Szkół, ul. Szkolna 2, 22-230 Wola Uhruska";"gm. Wola Uhruska";"włodawski";"lubelskie";"630";"664";"275";"355";"0";"1";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"4";"2";"2";"0";"351";"24";"116";"211"
"edcb-2d62-8c2a-5473-35c5-19c9-b9f0-4e1e";"061907";"18";"5";"wieś";"stały";"Świetlica, Stulno 89, 22-230 Wola Uhruska";"gm. Wola Uhruska";"włodawski";"lubelskie";"460";"504";"224";"236";"0";"8";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"3";"0";"3";"0";"233";"22";"68";"143"
"115c-4ef3-d785-b11a-834f-7763-ffb5-c777";"061907";"18";"6";"wieś";"stały";"Świetlica, Piaski 27, 22-230 Wola Uhruska";"gm. Wola Uhruska";"włodawski";"lubelskie";"329";"364";"159";"170";"0";"0";"0";"0";"0";"0";"0";"0";"0";"170";"0";"0";"170";"2";"0";"2";"0";"168";"17";"47";"104"
"da09-8192-31ec-3386-592c-a80e-65c2-65a5";"061908";"18";"1";"wieś";"stały";"Urząd Gminy w Wyrykach, Wyryki 154, 22-205 Wyryki";"gm. Wyryki";"włodawski";"lubelskie";"770";"840";"319";"451";"0";"0";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"7";"3";"4";"0";"444";"28";"106";"310"
"1d7a-b197-b87d-9ec4-69f0-7d1e-86c2-6c89";"061908";"18";"2";"wieś";"stały";"Świetlica wiejska w Suchawie, Suchawa 8B, 22-200 Włodawa";"gm. Wyryki";"włodawski";"lubelskie";"230";"252";"120";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"0";"0";"110";"3";"1";"2";"0";"107";"12";"39";"56"
"e347-8f1b-a457-a846-a60e-755c-e54a-ce75";"061908";"18";"3";"wieś";"stały";"Świetlica wiejska w Lubieniu, Lubień 99A, 22-205 Wyryki";"gm. Wyryki";"włodawski";"lubelskie";"160";"186";"71";"89";"0";"1";"0";"0";"0";"0";"0";"0";"0";"89";"0";"0";"89";"0";"0";"0";"0";"89";"10";"26";"53"
"5c3b-3109-0607-5352-c1da-3d84-33ea-58cb";"061908";"18";"4";"wieś";"stały";"Filia Gminnej Biblioteki Publicznej w Horostycie, Horostyta 51, 22-205 Wyryki";"gm. Wyryki";"włodawski";"lubelskie";"270";"301";"132";"138";"0";"0";"0";"0";"0";"0";"0";"0";"0";"138";"0";"0";"138";"4";"1";"3";"0";"134";"16";"64";"54"
"6425-f91a-a1ba-72a1-b7cd-9473-6ced-80bd";"061908";"18";"5";"wieś";"stały";"Szkoła Podstawowa w Kaplonosach, Kaplonosy 73, 22-205 Wyryki";"gm. Wyryki";"włodawski";"lubelskie";"290";"322";"136";"154";"0";"0";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"3";"1";"2";"0";"151";"10";"64";"77"
"993f-f002-2e15-10d8-bce3-8971-6ea9-58bc";"061908";"18";"6";"wieś";"stały";"Świetlica OSP w Zahajkach, Zahajki 11, 22-205 Wyryki";"gm. Wyryki";"włodawski";"lubelskie";"230";"249";"137";"93";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93";"0";"0";"93";"2";"0";"2";"0";"91";"15";"24";"52"
"59e4-f338-9abd-d9e6-71e9-fe8a-6c05-bd58";"061908";"18";"7";"wieś";"zakład leczniczy";"Budynek Samodzielnego Publicznego Zakładu Opieki Zdrowotnej Gruźlicy i Chorób Płuc, Adampol 37, 22-200 Włodawa";"gm. Wyryki";"włodawski";"lubelskie";"55";"42";"43";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"0";"0";"0";"0";"12";"1";"3";"8"
"2d99-e9df-dcfb-630d-0023-de50-2bc9-3a32";"066201";"18";"1";"miasto";"stały";"ELMAT (lokal obok stacji CPN), ul. Włodawska 5, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1348";"1435";"424";"924";"0";"1";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"10";"1";"9";"0";"914";"53";"338";"523"
"f21e-17cc-c621-9c23-2212-c045-ee45-bdc3";"066201";"18";"2";"miasto";"stały";"Budynek Szkoły Podstawowej Nr 7, ul. Synów Pułku 15, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1770";"1898";"613";"1157";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1157";"0";"0";"1157";"16";"8";"8";"0";"1141";"81";"428";"632"
"1d07-baf1-ea34-c5c3-7f3c-d76f-d193-fcd2";"066201";"18";"3";"miasto";"stały";"Budynek Przedszkola Miejskiego nr 10, ul. Zachodnia 49, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1790";"1896";"692";"1098";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1097";"0";"0";"1097";"21";"8";"13";"0";"1076";"71";"334";"671"
"9ffd-3a01-1d2d-0dfe-616b-ba15-8a9e-c5ed";"066201";"18";"4";"miasto";"stały";"Budynek Zespołu Szkolno-Przedszkolnego nr 3 z Oddziałami Integracyjnymi, ul. Rejowiecka 76, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1351";"1436";"552";"799";"0";"6";"0";"0";"0";"0";"0";"0";"0";"799";"0";"0";"799";"15";"5";"10";"0";"784";"48";"285";"451"
"23b5-7a39-6ec1-7d25-fc26-44c2-2a9d-7c3d";"066201";"18";"5";"miasto";"stały";"Budynek Szkoły Policealnej-Medyczne Studium Zawodowe im. Władysławy Szoc, ul. Szpitalna 50, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1549";"1673";"640";"909";"0";"2";"0";"0";"0";"0";"0";"0";"0";"909";"0";"0";"909";"13";"1";"12";"0";"896";"58";"350";"488"
"0f43-6d60-cfa2-5df8-79e7-e8a8-6b01-acde";"066201";"18";"6";"miasto";"stały";"Budynek II Liceum Ogólnokształcącego, ul. Szpitalna 14, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"560";"600";"199";"361";"0";"2";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"7";"2";"5";"0";"354";"22";"135";"197"
"886d-a45e-7bdc-e7cc-aea3-3e95-9842-8fc0";"066201";"18";"7";"miasto";"stały";"Budynek Zespołu Wychowania i Pomocy Psychologiczno-Pedagogicznej nr 1, ul. Trubakowska 59, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1280";"1351";"594";"686";"0";"1";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"6";"2";"4";"0";"680";"51";"273";"356"
"f5da-561c-a39f-541e-1ade-0262-bb7c-0066";"066201";"18";"8";"miasto";"stały";"Budynek Przedszkola Miejskiego nr 11, al. Marszałka Józefa Piłsudskiego 25a, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1780";"1915";"712";"1068";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1066";"0";"0";"1066";"15";"6";"9";"0";"1051";"78";"359";"614"
"a73c-cc89-d64d-227c-fb1e-2c47-28a8-e487";"066201";"18";"9";"miasto";"stały";"Budynek Szkoły Podstawowej nr 1 z Oddziałami Integracyjnymi, ul. Wołyńska 1, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1180";"1276";"428";"752";"0";"10";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"14";"3";"11";"0";"738";"41";"271";"426"
"8055-3100-0272-bd04-5da2-6d60-3d30-b9ae";"066201";"18";"10";"miasto";"stały";"Budynek Miejskiego Samodzielnego Publicznego Zakładu Opieki Zdrowotnej Przychodnia Rejonowa nr 1, ul. Wołyńska 11, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1359";"1458";"501";"858";"3";"3";"0";"0";"0";"0";"0";"0";"0";"858";"0";"0";"858";"17";"5";"12";"0";"841";"54";"297";"490"
"11d7-4325-9d54-a8bf-68d1-cf29-4579-7e8d";"066201";"18";"11";"miasto";"stały";"Budynek Chełmskiego Domu Kultury, Plac Tysiąclecia Państwa Polskiego 1, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1750";"1900";"744";"1006";"3";"11";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"15";"2";"13";"0";"991";"70";"332";"589"
"7190-7ec4-f2c8-45c0-5088-137f-b1b9-3cb2";"066201";"18";"12";"miasto";"stały";"Budynek, Klub ""CHAESEMUS"" Chełmskiej Spółdzielni Mieszkaniowej, ul. Starościńska 4a, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1289";"1352";"484";"805";"1";"2";"0";"0";"0";"0";"0";"0";"0";"805";"0";"0";"805";"10";"5";"5";"0";"795";"61";"288";"446"
"5ba0-5a30-0bb6-7ee2-d3c2-a4df-cf03-314e";"066201";"18";"13";"miasto";"stały";"Budynek Językowego Przedszkola Integracyjnego ""W Kasztanowym Parku"", ul. Lubelska 4, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1330";"1449";"621";"709";"1";"6";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"14";"3";"11";"0";"695";"58";"273";"364"
"ed1d-156a-2d49-5624-1fd3-0cb1-4fc5-a401";"066201";"18";"14";"miasto";"stały";"Budynek Zespołu Szkół Gastronomicznych i Hotelarskich, ul. Reformacka 13, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1260";"1354";"532";"728";"0";"15";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"6";"4";"2";"0";"722";"44";"310";"368"
"001a-fe2d-aa1c-9a10-fd7a-fc7b-21b3-42fe";"066201";"18";"15";"miasto";"stały";"Budynek Przedszkola Miejskiego nr 5, ul. Kwiatowa 1, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1358";"1478";"550";"808";"0";"5";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"7";"1";"6";"0";"801";"54";"358";"389"
"54ee-f890-6efd-5b0f-9103-0964-7352-503a";"066201";"18";"16";"miasto";"stały";"Budynek Szkoły Podstawowej nr 2, ul. Obłońska 51, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1400";"1476";"632";"768";"0";"7";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"15";"5";"10";"0";"753";"37";"285";"431"
"e88e-88bf-9155-6cf5-a590-b0c1-a365-90d2";"066201";"18";"17";"miasto";"stały";"Budynek I Liceum Ogólnokształcącego, ul. Stefana Czarnieckiego 8, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"780";"847";"346";"434";"4";"1";"1";"1";"0";"0";"0";"0";"1";"435";"1";"0";"435";"11";"3";"8";"0";"424";"30";"136";"258"
"fee0-424f-5ad7-5bb6-3c8c-299a-e824-8fb5";"066201";"18";"18";"miasto";"stały";"Budynek Zespołu Szkół Budowlanych i Geodezyjnych, ul. Stefana Batorego 1, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"910";"972";"386";"524";"1";"1";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"5";"2";"3";"0";"519";"35";"197";"287"
"84d7-3bb7-bdcc-3664-b5b8-c7d9-0f89-babc";"066201";"18";"19";"miasto";"stały";"Budynek Miejskiego Przedsiębiorstwa Gospodarki Komunalnej Sp. z o. o., ul. Wołyńska 57, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1790";"1927";"761";"1029";"4";"2";"0";"0";"0";"0";"0";"0";"0";"1029";"0";"0";"1029";"12";"3";"9";"0";"1017";"73";"397";"547"
"0eb3-0560-b2cb-1114-9a64-8fb8-aa5c-435d";"066201";"18";"20";"miasto";"stały";"Budynek Zespołu Szkół Energetycznych i Transportowych, ul. Jagiellońska 29, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"431";"470";"169";"262";"0";"1";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"4";"3";"1";"0";"258";"26";"104";"128"
"8e71-1800-c62b-ec03-6137-e885-1c3e-ea77";"066201";"18";"21";"miasto";"stały";"Budynek Przedszkola Niepublicznego z Oddziałami Integracyjnymi ""Razem"", ul. Botaniczna 16, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1590";"1707";"517";"1073";"2";"6";"1";"1";"0";"0";"0";"0";"1";"1074";"1";"0";"1074";"19";"8";"11";"0";"1055";"67";"376";"612"
"9971-a42c-86a9-1f5c-2595-0808-abe7-d648";"066201";"18";"22";"miasto";"stały";"Budynek Szkoły Podstawowej nr 4, ul. Prymasa Stefana Wyszyńskiego 15, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"860";"913";"340";"520";"1";"5";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"8";"4";"4";"0";"512";"25";"153";"334"
"41a3-b8b6-708b-cf6e-7e30-ce26-710b-a3a7";"066201";"18";"23";"miasto";"stały";"Budynek Państwowej Szkoły Muzycznej I i II stopnia., ul. Hrubieszowska 102, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1490";"1633";"501";"989";"0";"3";"1";"1";"0";"0";"0";"0";"1";"990";"1";"0";"990";"15";"5";"10";"0";"975";"59";"353";"563"
"f256-2ba5-4508-7f53-9d95-6049-00d3-bd11";"066201";"18";"24";"miasto";"stały";"Budynek Państwowej Wyższej Szkoły Zawodowej, ul. Wojsławicka 8b, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1140";"1201";"449";"691";"2";"3";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"12";"5";"7";"0";"679";"35";"275";"369"
"afdd-260d-42cd-f489-848f-9373-16c3-ffea";"066201";"18";"25";"miasto";"stały";"Budynek Szkoły Podstawowej nr 11, ul. Powstańców Warszawy 10, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1500";"1614";"541";"959";"4";"7";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"22";"6";"16";"0";"937";"46";"360";"531"
"dd4c-ca0c-772a-a222-f6d7-6e37-fafe-cc90";"066201";"18";"26";"miasto";"stały";"Budynek Przedszkola Miejskiego nr 14, ul. Generała Stefana Grota-Roweckiego 4b, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1660";"1817";"512";"1148";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1148";"0";"0";"1148";"30";"5";"25";"0";"1118";"69";"457";"592"
"f5f2-9388-499f-af6d-048a-d303-b6b1-0ccf";"066201";"18";"27";"miasto";"stały";"Budynek Przedszkola Miejskiego nr 15, ul. Henryka Wieniawskiego 3, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1400";"1497";"513";"887";"0";"4";"2";"2";"0";"0";"0";"0";"2";"889";"2";"0";"889";"18";"7";"11";"0";"871";"52";"327";"492"
"59ee-b4cc-158b-0daf-14eb-9f09-792c-a97b";"066201";"18";"28";"miasto";"stały";"Budynek Biblioteki Pedagogicznej, ul. Henryka Wieniawskiego 15, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1900";"2013";"681";"1219";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1219";"0";"0";"1219";"16";"10";"6";"0";"1203";"81";"480";"642"
"4519-41c4-ac14-985a-f0ab-0938-f735-7ebc";"066201";"18";"29";"miasto";"stały";"Przedszkole Montessori SŁONECZKO, ul. Karola Szymanowskiego 8, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1360";"1452";"521";"839";"0";"4";"1";"1";"0";"0";"0";"0";"1";"840";"1";"0";"840";"12";"3";"9";"0";"828";"52";"330";"446"
"31a9-5a6a-55c7-77c6-a051-bd9c-e31e-7f2a";"066201";"18";"30";"miasto";"stały";"Budynek Przedszkola Miejskiego Nr 13 z Oddziałami Integracyjnymi, ul. Połaniecka 5, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1390";"1486";"506";"884";"3";"7";"1";"1";"0";"0";"0";"0";"1";"885";"1";"0";"885";"18";"1";"17";"0";"867";"49";"353";"465"
"8c78-2622-ec8e-ae78-46bf-7a76-b33b-0dff";"066201";"18";"31";"miasto";"stały";"Budynek Żłobka Miejskiego ""Chełmskie Niedźwiadki"", ul. Wolności 20, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1500";"1609";"562";"938";"0";"0";"0";"0";"0";"0";"0";"0";"0";"938";"0";"0";"938";"9";"4";"5";"0";"929";"43";"382";"504"
"28c8-9991-3ace-8e10-4624-9068-b00e-ed04";"066201";"18";"32";"miasto";"stały";"Budynek Szkoły Podstawowej Nr 8, ul. Połaniecka 10, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1289";"1392";"420";"869";"1";"6";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"12";"2";"10";"0";"857";"31";"362";"464"
"1531-c136-819e-9c44-cfbf-4871-992b-8697";"066201";"18";"33";"miasto";"stały";"Budynek Spółdzielni Mieszkaniowej ""Bazylany"", Aleja 3 Maja 6, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"1450";"1569";"473";"977";"0";"2";"1";"1";"0";"0";"0";"0";"1";"978";"1";"0";"978";"18";"5";"13";"0";"960";"67";"332";"561"
"aba6-fe8b-5722-9a76-be4e-8430-94a3-3eff";"066201";"18";"34";"miasto";"stały";"Budynek Przedszkola Miejskiego Nr 8, ul. Mikołaja Reja 54, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"700";"750";"364";"336";"0";"0";"1";"1";"0";"0";"0";"0";"1";"337";"1";"0";"337";"1";"1";"0";"0";"336";"23";"122";"191"
"8d61-8922-9ba5-aae7-de66-be23-1846-2f70";"066201";"18";"35";"miasto";"zakład karny";"Budynek Zakładu Karnego, ul. Kolejowa 112, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"720";"638";"507";"213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"13";"1";"12";"0";"200";"27";"124";"49"
"e4e3-3a44-a913-7ae9-efab-87e1-116d-8646";"066201";"18";"36";"miasto";"zakład leczniczy";"Budynek Samodzielnego Publicznego Wojewódzkiego Szpitala Specjalistycznego, ul. Ceramiczna 1, 22-100 Chełm";"m. Chełm";"Chełm";"lubelskie";"550";"545";"410";"140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"140";"0";"0";"140";"0";"0";"0";"0";"140";"8";"29";"103"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
