Nr komisji;Siedziba;TERYT Gminy;Gmina;Powiat;Województwo;Nr okręgu;Liczba komisji;Liczba uwzględnionych komisji;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie);Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;W tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list;W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;KOMITET WYBORCZY NOWA LEWICA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;KOMITET WYBORCZY POLSKA JEST JEDNA;KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU;KOMITET WYBORCZY NORMALNY KRAJ;KOMITET WYBORCZY ANTYPARTIA;KOMITET WYBORCZY RUCH NAPRAWY POLSKI;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
3;Hala Widowiskowo-Sportowa, ul. Konstytucji 3 Maja 48b, 58-540 Karpacz;20601;m. Karpacz;karkonoski;dolnośląskie;1;1;1;989;951;239;750;0;750;0;256;0;0;0;0;0;0;750;0;0;750;8;3;5;0;742;9;70;58;215;35;347;8;;;;;
4;"OKW ""Krucze Skały"", ul. Wilcza 1, 58-540 Karpacz";20601;m. Karpacz;karkonoski;dolnośląskie;1;1;1;1168;1255;121;1047;0;1047;2;194;0;0;0;0;0;0;1047;0;0;1047;13;6;7;0;1034;27;153;106;184;70;483;11;;;;;
5;Muzeum Zabawek, ul. Kolejowa 3, 58-540 Karpacz;20601;m. Karpacz;karkonoski;dolnośląskie;1;1;1;723;812;103;620;0;620;0;75;0;0;0;0;0;0;620;0;1;619;7;4;3;0;612;15;63;53;121;26;321;13;;;;;
1;Miejska Biblioteka Publiczna Filia Wojków, ul. Wojska Polskiego 4/10, 58-530 Kowary;20602;m. Kowary;karkonoski;dolnośląskie;1;1;1;493;507;108;385;0;385;1;9;0;0;0;0;0;0;385;0;0;385;3;3;0;0;382;3;42;41;99;20;165;12;;;;;
2;Miejski Ośrodek Pomocy Społecznej, ul. Zamkowa 5, 58-530 Kowary;20602;m. Kowary;karkonoski;dolnośląskie;1;1;1;935;1006;265;670;1;671;1;10;1;1;0;0;0;0;670;0;0;670;10;8;2;0;660;19;70;64;176;39;274;18;;;;;
3;Szkoła Podstawowa nr 3, ul. 1 Maja 72, 58-530 Kowary;20602;m. Kowary;karkonoski;dolnośląskie;1;1;1;1452;1527;430;1023;1;1024;3;22;1;0;0;0;0;1;1025;1;1;1024;18;13;5;0;1006;23;100;102;287;37;415;42;;;;;
4;Szkoła Podstawowa nr 1 Centrum Wczesnej Profilaktyki Zdrowotnej, ul. Stanisława Staszica 18, 58-530 Kowary;20602;m. Kowary;karkonoski;dolnośląskie;1;1;1;1294;1347;364;930;0;930;2;6;0;0;0;0;0;0;930;0;0;930;14;10;4;0;916;20;100;90;259;47;368;32;;;;;
5;Miejski Ośrodek Kultury, ul. Szkolna 2, 58-530 Kowary;20602;m. Kowary;karkonoski;dolnośląskie;1;1;1;1850;1953;447;1403;0;1403;4;29;0;0;0;0;0;0;1406;0;3;1403;12;6;6;0;1391;29;132;156;365;43;615;51;;;;;
6;Zespół Szkół Ogólnokształcących, ul. Szkolna 1, 58-530 Kowary;20602;m. Kowary;karkonoski;dolnośląskie;1;1;1;970;1030;337;633;1;634;1;13;1;0;0;0;0;1;634;1;0;634;14;8;6;0;620;14;88;56;135;55;246;26;;;;;
1;Przedszkole Samorządowe nr 1 w Piechowicach, ul. Kryształowa 77, 58-573 Piechowice;20603;m. Piechowice;karkonoski;dolnośląskie;1;1;1;975;1106;225;750;0;750;4;26;0;0;0;0;0;0;750;0;0;750;17;11;6;0;733;18;94;69;176;48;313;15;;;;;
2;Szkoła Podstawowa nr 1 w Piechowicach, ul. Szkolna 6, 58-573 Piechowice;20603;m. Piechowice;karkonoski;dolnośląskie;1;1;1;1202;1329;242;960;1;961;4;14;1;1;0;0;0;0;959;0;0;959;28;19;9;0;931;22;98;86;263;47;399;16;;;;;
3;Szkoła Podstawowa nr 2 im. Jana Pawła II w Piechowicach, ul. Tysiąclecia 28, 58-573 Piechowice;20603;m. Piechowice;karkonoski;dolnośląskie;1;1;1;1351;1294;334;1022;1;1023;8;11;1;0;0;0;0;1;1023;1;0;1023;18;4;14;0;1005;33;128;101;264;38;425;16;;;;;
4;Szkoła Podstawowa nr 2 im. Jana Pawła II w Piechowicach, ul. Tysiąclecia 28, 58-573 Piechowice;20603;m. Piechowice;karkonoski;dolnośląskie;1;1;1;727;790;193;534;0;534;1;11;0;0;0;0;0;0;534;0;0;534;8;4;4;0;526;8;64;34;162;46;203;9;;;;;
1;Budynek po byłej Szkole Podstawowej Nr 3, ul. Kolejowa 22, 58-580 Szklarska Poręba;20604;m. Szklarska Poręba;karkonoski;dolnośląskie;1;1;1;423;398;123;300;0;300;1;26;0;0;0;0;0;0;300;0;0;300;3;2;1;0;297;7;39;24;70;29;126;2;;;;;
2;Ośrodek Szkoleniowo-Wypoczynkowy Rzemieślnik, ul. Górna 21, 58-580 Szklarska Poręba;20604;m. Szklarska Poręba;karkonoski;dolnośląskie;1;1;1;720;709;185;535;0;535;1;60;0;0;0;0;0;0;535;0;0;535;10;7;3;0;525;19;68;56;121;35;213;13;;;;;
3;Miejski Ośrodek Kultury, Sportu i Aktywności Lokalnej, ul. Juliusza Słowackiego 13, 58-580 Szklarska Poręba;20604;m. Szklarska Poręba;karkonoski;dolnośląskie;1;1;1;769;808;152;603;0;603;7;78;0;0;0;0;0;0;603;0;3;600;12;5;7;0;588;17;74;63;139;27;259;9;;;;;
4;Zespół Szkół Ogólnokształcących i Mistrzostwa Sportowego, ul. Obrońców Pokoju 17, 58-580 Szklarska Poręba;20604;m. Szklarska Poręba;karkonoski;dolnośląskie;1;1;1;549;567;124;425;0;425;1;67;0;0;0;0;0;0;425;0;0;425;7;4;3;0;418;11;55;46;100;24;174;8;;;;;
5;Urząd Miejski, ul. Granitowa 2, 58-580 Szklarska Poręba;20604;m. Szklarska Poręba;karkonoski;dolnośląskie;1;1;1;1148;1251;209;941;0;941;5;105;0;0;0;0;0;0;941;0;0;941;16;6;10;0;925;32;124;84;212;41;418;14;;;;;
6;Szkoła Podstawowa Nr 1, ul. 1 Maja 32, 58-580 Szklarska Poręba;20604;m. Szklarska Poręba;karkonoski;dolnośląskie;1;1;1;1326;1650;1;1316;0;1316;5;246;0;0;0;0;0;0;1315;0;0;1315;11;4;7;0;1304;29;169;157;296;80;554;19;;;;;
1;Świetlica Wiejska, Komarno 88, 58-508 Jelenia Góra;20605;gm. Janowice Wielkie;karkonoski;dolnośląskie;1;1;1;646;690;147;499;0;499;2;9;0;0;0;0;0;0;499;0;0;499;14;11;3;0;485;11;74;35;123;37;196;9;;;;;
2;Centrum Informacji Turystycznej, Radomierz 60a, 58-520 Janowice Wielkie;20605;gm. Janowice Wielkie;karkonoski;dolnośląskie;1;1;1;330;351;89;241;0;241;0;3;0;0;0;0;0;0;241;0;0;241;6;4;2;0;235;6;25;14;69;16;100;5;;;;;
3;Świetlica Wiejska, Trzcińsko 71, 58-520 Janowice Wielkie;20605;gm. Janowice Wielkie;karkonoski;dolnośląskie;1;1;1;391;458;89;302;0;302;0;11;0;0;0;0;0;0;302;0;0;302;9;8;1;0;293;7;49;42;81;13;96;5;;;;;
4;Szkoła Podstawowa im. W. Rutkiewicz, ul. Partyzantów 4, 58-520 Janowice Wielkie;20605;gm. Janowice Wielkie;karkonoski;dolnośląskie;1;1;1;735;804;201;534;0;534;3;18;0;0;0;0;0;0;535;0;1;534;17;6;11;0;517;19;40;62;150;31;206;9;;;;;
1;Urząd Gminy, ul. Długa 63, 58-521 Jeżów Sudecki;20606;gm. Jeżów Sudecki;karkonoski;dolnośląskie;1;1;1;2304;2498;349;1955;2;1957;4;22;2;0;0;0;0;2;1957;2;0;1957;18;9;9;0;1939;32;242;176;420;107;940;22;;;;;
2;Punkt Biblioteczny, Dziwiszów 157, 58-508 Jelenia Góra;20606;gm. Jeżów Sudecki;karkonoski;dolnośląskie;1;1;1;1061;1136;211;850;0;850;1;6;0;0;0;0;0;0;850;0;0;850;8;4;4;0;842;27;105;87;161;43;393;26;;;;;
3;Szkoła Podstawowa, Siedlęcin ul. Kościelna 5, 58-508 Jelenia Góra;20606;gm. Jeżów Sudecki;karkonoski;dolnośląskie;1;1;1;1112;1188;289;823;0;823;1;9;0;0;0;0;0;0;816;0;1;815;11;4;7;0;804;11;74;88;244;36;342;9;;;;;
4;Szkoła Podstawowa, Czernica 125, 58-521 Jeżów Sudecki;20606;gm. Jeżów Sudecki;karkonoski;dolnośląskie;1;1;1;961;1025;320;662;0;662;0;5;0;0;0;0;0;0;662;0;0;662;13;10;3;0;649;15;66;58;203;36;265;6;;;;;
1;Gminny Ośrodek Kultury w Mysłakowicach, ul. Ignacego Daszyńskiego 29, 58-533 Mysłakowice;20607;gm. Mysłakowice;karkonoski;dolnośląskie;1;1;1;1400;1509;340;1060;2;1062;4;16;2;0;0;0;0;2;1062;2;0;1062;22;13;9;0;1040;22;125;97;244;60;467;25;;;;;
2;Szkoła Podstawowa w Mysłakowicach, ul. Sułkowskiego 1, 58-533 Mysłakowice;20607;gm. Mysłakowice;karkonoski;dolnośląskie;1;1;1;1677;1826;356;1321;2;1323;7;44;2;0;0;0;0;2;1323;2;0;1323;32;19;13;0;1291;27;162;106;334;80;569;13;;;;;
3;Świetlica w Łomnicy przy Gminnym Ośrodku Kultury w Mysłakowicach, Łomnica ul. Karkonoska 36, 58-508 Jelenia Góra;20607;gm. Mysłakowice;karkonoski;dolnośląskie;1;1;1;1384;1507;260;1124;3;1127;0;21;3;0;0;0;0;3;1127;3;0;1127;17;10;7;0;1110;25;122;101;347;61;435;19;;;;;
4;Muzeum Tajemniczy Las przy Fundacji Doliny Pałaców i Ogrodów Kotliny Jeleniogórskiej w Bukowcu, Bukowiec ul. Robotnicza 9, 58-533 Mysłakowice;20607;gm. Mysłakowice;karkonoski;dolnośląskie;1;1;1;432;454;118;314;0;314;1;5;0;0;0;0;0;0;314;0;0;314;10;6;4;0;304;7;34;33;84;30;107;9;;;;;
5;Świetlica w Karpnikach przy Gminnym Ośrodku Kultury w Mysłakowicach (sala gimnastyczna), Karpniki ul. Rudawska 8, 58-533 Mysłakowice;20607;gm. Mysłakowice;karkonoski;dolnośląskie;1;1;1;716;795;163;553;1;554;0;17;1;0;0;0;0;1;554;1;3;551;11;5;6;0;540;16;68;45;166;45;199;1;;;;;
6;Świetlica, Dąbrowica 45, 58-508 Jelenia Góra;20607;gm. Mysłakowice;karkonoski;dolnośląskie;1;1;1;321;324;89;232;0;232;0;6;0;0;0;0;0;0;232;0;0;232;6;3;3;0;226;5;27;21;93;19;59;2;;;;;
7;Świetlica w Wojanowie przy Gminnym Ośrodku Kultury w Mysłakowicach, Wojanów 38, 58-508 Jelenia Góra;20607;gm. Mysłakowice;karkonoski;dolnośląskie;1;1;1;504;553;100;404;0;404;1;9;0;0;0;0;0;0;404;0;0;404;6;2;4;0;398;12;60;37;128;18;136;7;;;;;
8;Świetlica w Kostrzycy przy Gminnym Ośrodku Kultury w Mysłakowicach, Kostrzyca ul. Jeleniogórska 29, 58-533 Mysłakowice;20607;gm. Mysłakowice;karkonoski;dolnośląskie;1;1;1;665;717;173;492;0;492;2;10;0;0;0;0;0;0;492;0;0;492;6;5;1;0;486;18;58;47;145;22;190;6;;;;;
1;"Centrum Aktywności Społecznej „Pogórze"" w Podgórzynie, ul. Żołnierska 13, 58-562 Podgórzyn";20608;gm. Podgórzyn;karkonoski;dolnośląskie;1;1;1;1556;1727;278;1277;1;1278;1;34;1;0;0;0;0;1;1279;1;3;1276;21;11;10;0;1255;29;136;99;311;76;585;19;;;;;
2;Harcerska Baza Karkonoska w Przesiece, Przesieka ul. Karkonoska 27, 58-562 Podgórzyn;20608;gm. Podgórzyn;karkonoski;dolnośląskie;1;1;1;399;404;86;313;0;313;1;19;0;0;0;0;0;0;313;0;0;313;7;5;2;0;306;8;19;47;70;19;143;0;;;;;
3;Młodzieżowe Schronisko Turystyczne w Staniszowie, Staniszów 59, 58-500 Jelenia Góra;20608;gm. Podgórzyn;karkonoski;dolnośląskie;1;1;1;901;964;140;761;0;761;1;25;0;0;0;0;0;0;761;0;0;761;11;4;7;0;750;17;68;66;158;50;385;6;;;;;
4;Szkoła Podstawowa w Sosnówce, ul. Szkolna 5, 58-564 Sosnówka;20608;gm. Podgórzyn;karkonoski;dolnośląskie;1;1;1;993;1027;266;727;0;727;2;36;0;0;0;0;0;0;727;0;0;727;19;12;7;0;708;12;56;110;168;25;328;9;;;;;
5;Szkoła Podstawowa w Miłkowie, ul. Szkolna 2, 58-535 Miłków;20608;gm. Podgórzyn;karkonoski;dolnośląskie;1;1;1;1313;1482;272;1041;1;1042;2;33;1;0;0;0;0;1;1042;1;9;1033;21;13;8;0;1012;16;86;66;257;50;522;15;;;;;
6;Centrum Aktywności Społecznej i Kulturalnej, Ścięgny ul. Sportowa 1C, 58-535 Miłków;20608;gm. Podgórzyn;karkonoski;dolnośląskie;1;1;1;730;812;167;563;0;563;1;14;0;0;0;0;0;0;563;0;0;563;10;3;7;0;553;9;65;41;120;30;283;5;;;;;
1;Zespół Szkół w Starej Kamienicy, ul. Sportowa 1, 58-512 Stara Kamienica;20609;gm. Stara Kamienica;karkonoski;dolnośląskie;1;1;1;1130;1223;314;816;0;816;2;6;0;0;0;0;0;0;816;0;3;813;33;19;14;0;780;19;75;89;242;47;293;15;;;;;
2;Świetlica Wiejska w Rybnicy, Rybnica 137, 58-512 Stara Kamienica;20609;gm. Stara Kamienica;karkonoski;dolnośląskie;1;1;1;893;941;314;579;0;579;1;2;0;0;0;0;0;0;579;0;0;579;15;10;5;0;564;19;60;92;198;32;156;7;;;;;
3;Szkoła Podstawowa im. Caspera Davida Fredricha w Kopańcu, Kopaniec 78, 58-512 Stara Kamienica;20609;gm. Stara Kamienica;karkonoski;dolnośląskie;1;1;1;459;512;100;359;0;359;5;8;0;0;0;0;0;0;359;0;0;359;9;8;1;0;350;10;58;43;96;16;121;6;;;;;
4;Świetlica Wiejska w Wojcieszycach, Wojcieszyce ul. Karkonoska 1, 58-560 Jelenia Góra;20609;gm. Stara Kamienica;karkonoski;dolnośląskie;1;1;1;902;1017;157;745;0;745;2;14;0;0;0;0;0;0;745;0;0;745;9;4;5;0;736;8;87;76;190;48;315;12;;;;;
1;Centrum Obsługi Jednostek Gminy Miejskiej Kamienna Góra, ul. Lubawska 8, 58-400 Kamienna Góra;20701;m. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;2197;1790;1065;1132;0;1132;0;7;0;0;0;0;0;0;1132;0;3;1129;43;29;14;0;1086;20;109;81;419;59;385;13;;;;;
2;Muzeum Tkactwa, ul. Plac Wolności 11, 58-400 Kamienna Góra;20701;m. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;1570;1653;552;1018;0;1018;4;9;0;0;0;0;0;0;1018;0;1;1017;33;17;16;0;984;21;87;80;361;65;357;13;;;;;
3;Spółka Mieszkaniowa Sp. z o. o. (baza), ul. Władysława Broniewskiego 13, 58-400 Kamienna Góra;20701;m. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;1479;1549;496;985;0;985;2;3;0;0;0;0;0;0;983;0;0;983;18;12;6;0;965;21;79;104;353;42;350;16;;;;;
4;Szkoła Podstawowa Nr 2, ul. Jeleniogórska 7, 58-400 Kamienna Góra;20701;m. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;1550;1648;408;1142;0;1142;1;19;0;0;0;0;0;0;1140;0;0;1140;14;10;4;0;1126;29;78;109;418;52;419;21;;;;;
5;Szkoła Podstawowa Nr 1, ul. Plac Kościelny 1, 58-400 Kamienna Góra;20701;m. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;1674;1753;570;1104;0;1104;7;9;0;0;0;0;0;0;1104;0;0;1104;26;13;13;0;1078;24;102;98;361;65;410;18;;;;;
6;Liceum Ogólnokształcące, ul. Marii Skłodowskiej-Curie 2, 58-400 Kamienna Góra;20701;m. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;1043;1123;249;794;0;794;0;17;0;0;0;0;0;0;794;0;0;794;10;5;5;0;784;12;70;64;233;44;351;10;;;;;
7;Zespół Szkół Zawodowych i Ogólnokształcących, ul. Romualda Traugutta 2, 58-400 Kamienna Góra;20701;m. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;1877;1958;426;1449;3;1452;3;17;3;0;0;0;0;3;1452;3;1;1451;28;12;16;0;1423;26;134;121;418;51;653;20;;;;;
8;Centrum Kultury, ul. Tadeusza Kościuszki 4, 58-400 Kamienna Góra;20701;m. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;1736;1799;429;1307;0;1307;2;12;0;0;0;0;0;0;1305;0;1;1304;18;8;10;0;1286;18;113;131;384;66;562;12;;;;;
1;Świetlica Wiejska, Leszczyniec 100, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;349;362;93;256;0;256;0;4;0;0;0;0;0;0;256;0;0;256;5;2;3;0;251;3;27;19;67;19;114;2;;;;;
2;Zespół Szkół w Pisarzowicach, Pisarzowice 149, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;839;932;203;636;0;636;1;15;0;0;0;0;0;0;636;0;0;636;6;4;2;0;630;11;96;72;195;28;204;24;;;;;
3;Świetlica Wiejska, Przedwojów 43A, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;470;503;66;404;0;404;0;0;0;0;0;0;0;0;404;0;0;404;19;12;7;0;385;17;43;26;110;25;155;9;;;;;
4;Szkoła Podstawowa, Ptaszków 49, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;340;363;78;262;1;263;0;5;1;0;0;0;0;1;263;1;0;263;6;4;2;0;257;11;29;28;85;13;89;2;;;;;
5;Centrum Biblioteczno-Kulturalne, Krzeszów ul. Kalwaria 1, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;1292;1391;210;1082;1;1083;3;23;1;0;0;0;0;1;1083;1;0;1083;17;4;13;0;1066;23;114;100;433;72;313;11;;;;;
6;Świetlica Wiejska, Gorzeszów 113, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;447;484;111;336;0;336;0;0;0;0;0;0;0;0;336;0;0;336;3;2;1;0;333;5;32;31;155;20;87;3;;;;;
7;Inkubator Przedsiębiorczości Gminy Kamienna Góra, Czadrów 26, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;570;617;109;461;0;461;0;4;0;0;0;0;0;0;461;0;0;461;17;14;3;0;444;8;45;37;112;21;209;12;;;;;
8;Świetlica Wiejska, Ogorzelec 39A, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;320;346;111;209;0;209;0;1;0;0;0;0;0;0;209;0;1;208;3;3;0;0;205;6;30;18;68;11;69;3;;;;;
9;Świetlica Wiejska, Szarocin 110, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;360;351;104;256;0;256;0;4;0;0;0;0;0;0;256;0;0;256;14;10;4;0;242;5;44;9;91;31;56;6;;;;;
10;Świetlica Wiejska, Raszów 91, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;349;362;89;260;0;260;0;0;0;0;0;0;0;0;260;0;0;260;7;5;2;0;253;9;20;14;124;18;64;4;;;;;
11;Świetlica Wiejska, Janiszów 13, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;290;304;91;199;0;199;0;2;0;0;0;0;0;0;199;0;1;198;4;0;4;0;194;4;17;25;52;10;86;0;;;;;
12;Świetlica Wiejska, Dębrznik 34A, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;209;221;50;159;0;159;0;0;0;0;0;0;0;0;159;0;0;159;4;4;0;0;155;5;14;11;48;10;65;2;;;;;
13;Świetlica Wiejska, Jawiszów 13, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;180;185;35;145;0;145;0;0;0;0;0;0;0;0;145;0;0;145;7;5;2;0;138;7;21;12;49;4;41;4;;;;;
14;Świetlica Wiejska, Olszyny 94, 58-400 Kamienna Góra;20702;gm. Kamienna Góra;kamiennogórski;dolnośląskie;1;1;1;200;217;46;154;0;154;0;1;0;0;0;0;0;0;154;0;0;154;5;4;1;0;149;7;19;9;69;5;40;0;;;;;
1;Zespół Szkolno-Przedszkolny w Lubawce, ul. Mickiewicza 4, 58-420 Lubawka;20703;gm. Lubawka;kamiennogórski;dolnośląskie;1;1;1;1111;1192;261;850;0;850;4;12;0;0;0;0;0;0;849;0;0;849;21;16;5;0;828;32;95;94;184;43;368;12;;;;;
2;Miejsko-Gminny Ośrodek Kultury w Lubawce, ul. Kamiennogórska 19, 58-420 Lubawka;20703;gm. Lubawka;kamiennogórski;dolnośląskie;1;1;1;1515;1630;395;1120;0;1120;5;14;0;0;0;0;0;0;1120;0;0;1120;43;34;9;0;1077;29;116;136;287;49;447;13;;;;;
3;Miejsko-Gminny Ośrodek Kultury w Lubawce, ul. Kamiennogórska 19, 58-420 Lubawka;20703;gm. Lubawka;kamiennogórski;dolnośląskie;1;1;1;1505;1603;388;1117;0;1117;1;25;0;0;0;0;0;0;1117;0;0;1117;33;20;13;0;1084;41;112;119;313;46;439;14;;;;;
4;Zespół Szkolno-Przedszkolny w Chełmsku Śląskim, Chełmsko Śląskie ul. Kolonia 14, 58-420 Lubawka;20703;gm. Lubawka;kamiennogórski;dolnośląskie;1;1;1;1784;1884;480;1304;0;1304;3;7;0;0;0;0;0;0;1304;0;0;1304;18;13;5;0;1286;29;111;127;579;76;347;17;;;;;
5;Świetlica Wiejska, Stara Białka 35, 58-420 Lubawka;20703;gm. Lubawka;kamiennogórski;dolnośląskie;1;1;1;429;464;100;329;0;329;3;6;0;0;0;0;0;0;329;0;0;329;12;9;3;0;317;10;49;30;104;17;96;11;;;;;
6;Szkoła Podstawowa w Miszkowicach, Miszkowice 8, 58-420 Lubawka;20703;gm. Lubawka;kamiennogórski;dolnośląskie;1;1;1;419;442;132;287;0;287;4;5;0;0;0;0;0;0;287;0;0;287;0;0;0;0;287;14;32;21;99;26;89;6;;;;;
7;Świetlica Wiejska, Opawa 100, 58-420 Lubawka;20703;gm. Lubawka;kamiennogórski;dolnośląskie;1;1;1;339;366;60;279;0;279;0;1;0;0;0;0;0;0;279;0;0;279;9;6;3;0;270;5;29;16;92;25;99;4;;;;;
8;Świetlica Wiejska w Jarkowicach, Jarkowice 168, 58-420 Lubawka;20703;gm. Lubawka;kamiennogórski;dolnośląskie;1;1;1;260;284;67;193;0;193;0;9;0;0;0;0;0;0;193;0;0;193;6;6;0;0;187;5;22;20;54;9;75;2;;;;;
9;Świetlica Wiejska w Bukówce, Bukówka 50B, 58-420 Lubawka;20703;gm. Lubawka;kamiennogórski;dolnośląskie;1;1;1;250;269;41;209;0;209;1;7;0;0;0;0;0;0;209;0;0;209;4;2;2;0;205;2;20;21;87;12;62;1;;;;;
1;Urząd Gminy w Marciszowie, ul. Szkolna 6, 58-410 Marciszów;20704;gm. Marciszów;kamiennogórski;dolnośląskie;1;1;1;1074;1146;290;784;0;784;1;19;0;0;0;0;0;0;784;0;0;784;15;9;6;0;769;11;119;64;269;33;253;20;;;;;
2;Świetlica wiejska w Ciechanowicach, Ciechanowice 19a, 58-410 Marciszów;20704;gm. Marciszów;kamiennogórski;dolnośląskie;1;1;1;641;674;213;429;0;429;0;3;0;0;0;0;0;0;429;0;0;429;8;5;3;0;421;11;42;41;169;26;126;6;;;;;
3;Świetlica wiejska w Domanowie, Domanów 44, 58-410 Marciszów;20704;gm. Marciszów;kamiennogórski;dolnośląskie;1;1;1;300;319;101;199;0;199;0;2;0;0;0;0;0;0;199;0;0;199;10;8;2;0;189;9;17;12;86;17;44;4;;;;;
4;Świetlica wiejska w Pastewniku, Pastewnik 49, 58-410 Marciszów;20704;gm. Marciszów;kamiennogórski;dolnośląskie;1;1;1;190;204;56;134;0;134;0;0;0;0;0;0;0;0;134;0;0;134;2;2;0;0;132;8;17;11;60;10;25;1;;;;;
5;Świetlica wiejska w Świdniku, Świdnik 50a, 58-410 Marciszów;20704;gm. Marciszów;kamiennogórski;dolnośląskie;1;1;1;210;222;77;133;0;133;0;5;0;0;0;0;0;0;133;0;0;133;5;3;2;0;128;1;26;9;35;10;43;4;;;;;
6;Świetlica wiejska w Sędzisławiu, Sędzisław 25a, 58-410 Marciszów;20704;gm. Marciszów;kamiennogórski;dolnośląskie;1;1;1;420;450;93;327;0;327;1;3;0;0;0;0;0;0;327;0;0;327;7;5;2;0;320;7;26;25;97;26;128;11;;;;;
7;Świetlica wiejska w Wieściszowicach, Wieściszowice 43, 58-410 Marciszów;20704;gm. Marciszów;kamiennogórski;dolnośląskie;1;1;1;320;349;113;207;0;207;0;2;0;0;0;0;0;0;207;0;0;207;7;5;2;0;200;8;27;20;64;5;75;1;;;;;
1;Ośrodek Pomocy Społecznej, ul. Juliusza Słowackiego 16, 57-340 Duszniki-Zdrój;20801;m. Duszniki-Zdrój;kłodzki;dolnośląskie;2;1;1;530;579;161;369;0;369;0;0;0;0;0;0;0;0;369;0;0;369;10;9;1;0;359;9;43;37;113;26;121;10;;;;;
2;Miejski Zespół Szkół, ul. Józefa Wybickiego 2a, 57-340 Duszniki-Zdrój;20801;m. Duszniki-Zdrój;kłodzki;dolnośląskie;2;1;1;870;969;180;690;0;690;10;28;0;0;0;0;0;0;690;0;0;690;12;10;2;0;678;16;73;49;215;38;275;12;;;;;
3;Miejski Zespół Szkół, ul. Sportowa 6, 57-340 Duszniki-Zdrój;20801;m. Duszniki-Zdrój;kłodzki;dolnośląskie;2;1;1;930;1005;217;712;0;712;6;31;0;0;0;0;0;0;713;0;1;712;17;14;3;0;695;15;72;60;236;38;261;13;;;;;
