"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"BODNAR Włodzimierz - KW BEZPARTYJNI SAMORZĄDOWCY";"GOLBA Mieczysław Józef - KW PRAWO I SPRAWIEDLIWOŚĆ";"LASEK Dariusz Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"WOŚ Adam - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"DRAPAK Maria Halina - KWW RDIP"
11;"Wiejski Dom Kultury w Strachocinie, Strachocina 345A, 38-507 Jurowce";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;73;427;54;63;17
12;"Wiejski Dom Kultury w Pakoszówce, Pakoszówka 224, 38-507 Jurowce";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;90;392;71;102;14
13;"Szkoła Podstawowa w Falejówce, Falejówka 173, 38-507 Jurowce";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;54;259;48;54;12
14;"Szkoła Podstawowa w Trepczy, Trepcza ul. Sanocka 16, 38-500 Sanok";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;109;247;58;165;11
15;"Wiejski Dom Kultury w Dębnej, Dębna 12, 38-503 Mrzygłód";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;17;61;11;22;3
16;"Wiejski Dom Kultury w Lisznej, Liszna 71, 38-500 Sanok";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;20;112;14;39;6
17;"Szkoła Podstawowa w Mrzygłodzie, Mrzygłód 170, 38-503 Mrzygłód";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;39;219;37;67;7
18;"Wiejski dom Kultury w Hłomczy, Hłomcza 100, 38-503 Mrzygłód";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;52;147;28;56;6
19;"Wiejski Dom Kultury w Bykowcach, Bykowce ul. Przemyska 91, 38-500 Sanok";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;71;253;44;103;9
20;"Szkoła Podstawowa w Wujskiem, Wujskie 1, 38-534 Załuż";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;79;110;39;97;8
21;"Wiejski Dom Kultury w Dobrej, Dobra 100, 38-503 Mrzygłód";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;8;69;11;29;1
22;"Wiejski Dom Kultury w Srogowie Górnym, Srogów Górny 139, 38-507 Jurowce";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;41;137;32;56;6
23;"Dom Pomocy Społecznej w Raczkowej, Raczkowa 96, 38-507 Jurowce";181705;"gm. Sanok";"sanocki";"podkarpackie";1;1;0;4;0;6;1
1;"Urząd Gminy w Tyrawie Wołoskiej, Tyrawa Wołoska 175, 38-535 Tyrawa Wołoska";181706;"gm. Tyrawa Wołoska";"sanocki";"podkarpackie";1;1;147;351;56;105;13
2;"Świetlica wiejska w Rakowej, Rakowa 50, 38-535 Tyrawa Wołoska";181706;"gm. Tyrawa Wołoska";"sanocki";"podkarpackie";1;1;15;68;16;18;5
3;"Świetlica wiejska w Siemuszowej, Siemuszowa 36, 38-535 Tyrawa Wołoska";181706;"gm. Tyrawa Wołoska";"sanocki";"podkarpackie";1;1;21;54;11;27;1
1;"Szkoła Podstawowa nr 1 w Zagórzu, ul. Piłsudskiego 70, 38-540 Zagórz";181707;"gm. Zagórz";"sanocki";"podkarpackie";1;1;174;484;74;340;31
2;"Zespół Szkolno-Przedszkolny, ul. Wolności 10, 38-540 Zagórz";181707;"gm. Zagórz";"sanocki";"podkarpackie";1;1;231;627;118;399;26
3;"Szkoła Podstawowa w Łukowem, Łukowe 64, 38-516 Tarnawa Dolna";181707;"gm. Zagórz";"sanocki";"podkarpackie";1;1;65;300;58;85;10
4;"Szkoła Podstawowa w Tarnawie Dolnej, Tarnawa Dolna 28, 38-516 Tarnawa Dolna";181707;"gm. Zagórz";"sanocki";"podkarpackie";1;1;131;650;98;144;15
5;"Szkoła Podstawowa w Czaszynie, Czaszyn ul. Starowiejska 14, 38-516 Tarnawa Dolna";181707;"gm. Zagórz";"sanocki";"podkarpackie";1;1;89;431;49;91;16
6;"Szkoła Podstawowa w Porażu, Poraż ul. Szkolna 2, 38-540 Zagórz";181707;"gm. Zagórz";"sanocki";"podkarpackie";1;1;84;419;52;85;12
7;"Dom Strażaka w Mokrem, Mokre 116, 38-542 Rzepedź";181707;"gm. Zagórz";"sanocki";"podkarpackie";1;1;57;112;21;84;4
8;"Szkoła Podstawowa w Zahutyniu, Zahutyń 111, 38-500 Sanok";181707;"gm. Zagórz";"sanocki";"podkarpackie";1;1;104;271;59;176;12
1;"Dom Kultury w Zarszynie, ul. Szkolna 1, 38-530 Zarszyn";181708;"gm. Zarszyn";"sanocki";"podkarpackie";1;1;166;366;59;275;17
2;"Dom Kultury w Jaćmierzu, Jaćmierz ul. Rynek 4, 38-530 Zarszyn";181708;"gm. Zarszyn";"sanocki";"podkarpackie";1;1;99;317;59;101;20
3;"Szkoła Podstawowa w Bażanówce, Bażanówka ul. Dworska 21, 38-530 Zarszyn";181708;"gm. Zarszyn";"sanocki";"podkarpackie";1;1;61;150;47;115;8
4;"Dom Kultury w Długiem, Długie ul. Sanocka 94, 38-530 Zarszyn";181708;"gm. Zarszyn";"sanocki";"podkarpackie";1;1;112;432;76;114;17
5;"Szkoła Podstawowa w Nowosielcach, Nowosielce ul. Szkolna 2, 38-530 Zarszyn";181708;"gm. Zarszyn";"sanocki";"podkarpackie";1;1;128;312;60;209;14
6;"Dom Kultury ""Strażak"" w Pielni, Pielnia ul. Karpacka 153, 38-530 Zarszyn";181708;"gm. Zarszyn";"sanocki";"podkarpackie";1;1;90;248;33;51;12
7;"Szkoła Podstawowa w Odrzechowej, Odrzechowa ul. Szkolna 1, 38-530 Zarszyn";181708;"gm. Zarszyn";"sanocki";"podkarpackie";1;1;86;285;31;75;12
8;"Regionalne Centrum Pamięci Kardynała Wojtyły w Pastwiskach, Pastwiska ul. Kardynała Karola Wojtyły 16, 38-530 Zarszyn";181708;"gm. Zarszyn";"sanocki";"podkarpackie";1;1;14;64;12;31;4
1;"Gminny Ośrodek Kultury w Baligrodzie, ul. Plac Wolności 11, 38-606 Baligród";182101;"gm. Baligród";"leski";"podkarpackie";1;1;140;440;102;287;22
2;"Niepubliczna Szkoła Podstawowa w Mchawie, Mchawa 37, 38-606 Baligród";182101;"gm. Baligród";"leski";"podkarpackie";1;1;51;223;43;85;5
3;"Budynek przy Niepublicznej Szkole Podstawowej w Nowosiółkach, Nowosiółki 3, 38-604 Hoczew";182101;"gm. Baligród";"leski";"podkarpackie";1;1;39;162;39;82;11
1;"Urząd Gminy w Cisnej, Cisna 49, 38-607 Cisna";182102;"gm. Cisna";"leski";"podkarpackie";1;1;145;229;95;679;27
2;"Remiza Ochotniczej Straży Pożarnej w Wetlinie, Wetlina 11, 38-608 Wetlina";182102;"gm. Cisna";"leski";"podkarpackie";1;1;179;191;106;798;21
1;"Szkoła Podstawowa w Lesku, ul. Smolki 2, 38-600 Lesko";182103;"gm. Lesko";"leski";"podkarpackie";1;1;119;258;62;221;13
2;"Przedszkole Samorządowe w Lesku, ul. Zygmunta Kaczkowskiego 26, 38-600 Lesko";182103;"gm. Lesko";"leski";"podkarpackie";1;1;107;214;59;303;9
3;"Bieszczadzki Dom Kultury w Lesku, ul. Piłsudskiego 1, 38-600 Lesko";182103;"gm. Lesko";"leski";"podkarpackie";1;1;129;319;81;270;15
4;"Szkoła Podstawowa w Lesku, ul. Mickiewicza 16, 38-600 Lesko";182103;"gm. Lesko";"leski";"podkarpackie";1;1;93;265;63;187;13
5;"Świetlica wiejska w Jankowcach, Jankowce 109a, 38-600 Lesko";182103;"gm. Lesko";"leski";"podkarpackie";1;1;64;165;25;43;3
6;"Świetlica wiejska w Huzelach, Huzele 110, 38-600 Lesko";182103;"gm. Lesko";"leski";"podkarpackie";1;1;70;164;52;194;10
7;"Szkoła Podstawowa w Bezmiechowej Dolnej, Bezmiechowa Dolna 215, 38-600 Lesko";182103;"gm. Lesko";"leski";"podkarpackie";1;1;64;208;32;52;5
8;"Zespół Szkół Samorządowych w Hoczwi, Hoczew 157, 38-604 Hoczew";182103;"gm. Lesko";"leski";"podkarpackie";1;1;90;229;48;107;11
9;"Szkoła Podstawowa w Manastercu, Manasterzec 18, 38-600 Lesko";182103;"gm. Lesko";"leski";"podkarpackie";1;1;108;191;36;69;6
10;"Zespół Szkół Samorządowych w Średniej Wsi, Średnia Wieś 172, 38-604 Hoczew";182103;"gm. Lesko";"leski";"podkarpackie";1;1;66;393;45;77;13
11;"Świetlica wiejska w Glinnem, Glinne 56, 38-600 Lesko";182103;"gm. Lesko";"leski";"podkarpackie";1;1;35;75;10;54;1
12;"Szpital Powiatowy w Lesku, ul. Kochanowskiego 2, 38-600 Lesko";182103;"gm. Lesko";"leski";"podkarpackie";1;1;5;18;3;8;0
13;"Zakład Karny w Uhercach Mineralnych-Oddział Zewnętrzny w Średniej Wsi, Średnia Wieś 177C, 38-604 Hoczew";182103;"gm. Lesko";"leski";"podkarpackie";1;1;4;10;14;23;4
1;"Gminny Ośrodek Kultury w Olszanicy, Olszanica 85, 38-722 Olszanica";182104;"gm. Olszanica";"leski";"podkarpackie";1;1;140;367;80;153;9
2;"Zespół Szkół Publicznych w Uhercach Mineralnych, Uherce Mineralne 150, 38-623 Uherce Mineralne";182104;"gm. Olszanica";"leski";"podkarpackie";1;1;145;425;109;285;16
3;"Świetlica Wiejska w Stefkowej, Stefkowa 52A, 38-722 Olszanica";182104;"gm. Olszanica";"leski";"podkarpackie";1;1;40;195;25;51;6
4;"Świetlica Wiejska w Wańkowej, Wańkowa 66, 38-711 Ropienka";182104;"gm. Olszanica";"leski";"podkarpackie";1;1;59;151;26;56;10
5;"Zakład Karny w Uhercach Mineralnych, Uherce Mineralne 153, 38-623 Uherce Mineralne";182104;"gm. Olszanica";"leski";"podkarpackie";1;1;37;76;65;116;7
1;"Szkoła Podstawowa im. Józefa Blizińskiego w Bóbrce, Bóbrka 50, 38-623 Lesko";182105;"gm. Solina";"leski";"podkarpackie";1;1;87;246;62;200;8
2;"Szkoła Podstawowa im. Jana Pawła II w Zawozie, Zawóz 65, 38-610 Polańczyk";182105;"gm. Solina";"leski";"podkarpackie";1;1;35;105;25;62;3
3;"Szkoła Podstawowa im. Księdza Jana Siuzdaka w Wołkowyi, Wołkowyja ul. Szkolna 7, 38-610 Polańczyk";182105;"gm. Solina";"leski";"podkarpackie";1;1;55;309;40;82;9
4;"Świetlica Wiejska w Myczkowie, Myczków 29, 38-610 Polańczyk";182105;"gm. Solina";"leski";"podkarpackie";1;1;70;144;43;64;4
5;"Świetlica wiejska w Polańczyku, ul. Bieszczadzka 18, 38-610 Polańczyk";182105;"gm. Solina";"leski";"podkarpackie";1;1;169;537;98;581;32
6;"Publiczne Przedszkole w Bukowcu, Bukowiec 37, 38-610 Polańczyk";182105;"gm. Solina";"leski";"podkarpackie";1;1;60;179;33;97;9
7;"Szkoła Podstawowa w Berezce, Berezka 18, 38-610 Polańczyk";182105;"gm. Solina";"leski";"podkarpackie";1;1;107;223;41;102;6
8;"Szkoła Podstawowa w Myczkowcach, Myczkowce 89, 38-623 Lesko";182105;"gm. Solina";"leski";"podkarpackie";1;1;47;172;26;64;3
1;"Biuro Urządzania Lasu i Geodezji Leśnej Oddział w Przemyślu, ul. Generała Józefa Wysockiego 46A, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;168;220;75;353;11
2;"Szkoła Podstawowa Nr 6 im. Ojca Świętego Jana Pawła II, ul. Generała Mieczysława Boruty-Spiechowicza 1, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;170;399;121;382;18
3;"Szkoła Podstawowa Nr 6 im. Ojca Świętego Jana Pawła II, ul. Generała Mieczysława Boruty-Spiechowicza 1, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;231;425;123;460;20
4;"Niepubliczna Szkoła Podstawowa nr 2 i Przedszkole KAMON, ul. 3 Maja 38, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;203;389;141;350;24
5;"Wojewódzki Szpital im. Św. Ojca Pio w Przemyślu-Przychodnia Ortopedyczna, ul. Monte Cassino 18, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;178;212;61;256;9
6;"Nadleśnictwo Krasiczyn z siedzibą w Przemyślu, ul. 29 Listopada 12, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;141;272;97;385;24
7;"II Liceum Ogólnokształcące im. prof. Kazimierza Morawskiego, ul. Biskupa Jakuba Glazera 44, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;93;161;44;250;5
8;"II Liceum Ogólnokształcące im. prof. Kazimierza Morawskiego, ul. Biskupa Jakuba Glazera 44, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;231;443;112;494;29
9;"Szkoła Podstawowa Nr 4 im. Księdza Jana Twardowskiego, ul. Świętego Jana Nepomucena 10, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;170;413;93;411;22
10;"Szkoła Podstawowa Nr 4 im. Księdza Jana Twardowskiego, ul. Świętego Jana Nepomucena 10, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;202;365;94;457;16
11;"Szkoła Podstawowa Nr 14 im. Zjednoczonej Europy, ul. Pułkownika Marcina Borelowskiego 12, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;183;370;87;351;19
12;"Klub Sportowy ""Czuwaj"", ul. 22 Stycznia 6, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;152;356;64;300;18
13;"Szkoła Podstawowa Nr 14 im. Zjednoczonej Europy, ul. Pułkownika Marcina Borelowskiego 12, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;194;363;69;406;19
14;"Szkoła Podstawowa Nr 16 z Oddziałami Integracyjnymi im. Orląt Lwowskich, ul. Grunwaldzka 81, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;313;489;149;600;15
15;"Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o. o., ul. Płowiecka 8, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;207;360;80;420;16
16;"Szkoła Podstawowa Nr 16 z Oddziałami Integracyjnymi im. Orląt Lwowskich, ul. Grunwaldzka 81, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;176;438;69;297;16
17;"Niepubliczna Szkoła Podstawowa im. I. Newtona, ul. Księdza Piotra Skargi 7, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;86;202;68;208;21
18;"Specjalny Ośrodek Szkolno-Wychowawczy Nr 2, ul. Stefana Czarnieckiego 27, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;243;438;116;424;27
19;"Szkoła Podstawowa Nr 15, ul. Wincentego Pola 5, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;185;284;72;224;11
20;"Szkoła Podstawowa Nr 1 im. Henryka Sienkiewicza, ul. Henryka Sienkiewicza 3, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;242;405;121;399;17
21;"Urząd Miejski w Przemyślu, ul. Ratuszowa 1, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;86;206;47;181;11
22;"Szkoła Podstawowa Nr 11 im. Henryka Jordana, ul. Władycze 5, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;68;276;58;133;6
23;"Przemyski Ośrodek Sportu i Rekreacji, ul. Adama Mickiewicza 30, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;182;372;82;340;21
24;"Szkoła Podstawowa Nr 11 im. Henryka Jordana, ul. Władycze 5, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;186;256;64;322;10
25;"I Liceum Ogólnokształcące im. Juliusza Słowackiego, ul. Juliusza Słowackiego 21, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;135;266;65;277;9
26;"I Liceum Ogólnokształcące im. Juliusza Słowackiego, ul. Juliusza Słowackiego 21, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;62;166;44;111;8
27;"Centrum Kształcenia Zawodowego i Ustawicznego Nr 2 w Przemyślu, ul. Harcmistrz Izydory Kossowskiej 1, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;161;373;87;320;20
28;"Centrum Kształcenia Zawodowego i Ustawicznego Nr 2 w Przemyślu, ul. Harcmistrz Izydory Kossowskiej 1, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;187;337;82;349;19
29;"Ośrodek Kopalni Gazu, ul. Generała Jakuba Jasińskiego 3, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;228;421;117;509;16
30;"Przedszkole Miejskie Nr 19, ul. Ofiar Katynia 4a, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;173;317;70;198;14
31;"Polskie Towarzystwo Walki z Kalectwem Oddział w Przemyślu, ul. Sobótki 23, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;69;167;35;69;2
32;"Zakład Opiekuńczo-Leczniczy, ul. Generała Jakuba Jasińskiego 15, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;8;31;5;11;6
33;"Zakład Karny w Przemyślu, ul. Rokitniańska 1, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;14;23;32;93;6
34;"Miejski Dom Pomocy Społecznej, ul. Generała Józefa Wysockiego 99, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;4;20;2;4;4
35;"Dom Pomocy Społecznej im. Św. Brata Alberta w Przemyślu, ul. Świętego Brata Alberta 1, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;3;1;0;3;5
36;"Miejski Dom Pomocy Społecznej, ul. Świętego Brata Alberta 3, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;2;22;1;4;0
37;"Wojewódzki Szpital im. Św. Ojca Pio w Przemyślu, ul. Monte Cassino 18, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;26;57;8;18;2
38;"Niepubliczny Zakład Opiekuńczo-Leczniczy i Opieki Paliatywnej ""Santa Rita"", ul. Stefana Rogozińskiego 30, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;4;17;8;4;4
39;"Centrum Medyczno-Charytatywne im. Św. Józefa w Przemyślu, ul. Juliusza Słowackiego 85, 37-700 Przemyśl";186201;"m. Przemyśl";"Przemyśl";"podkarpackie";1;1;1;22;7;7;2
